Name,Common_name,Taxon_id,Latitude,Longitude,Group
Conocybe fimetaria,Horseapple Conecap,989195,49.29065,-123.374488,Macrofungi
Conocybe hornana,Bulbous Conecap,771793,49.5,-119.6,Macrofungi
Conocybe intermedia,,,45.340394,-72.208677,Macrofungi
Conocybe intrusa,Hothouse Conecap,1153138,49.5,-119.6,Macrofungi
Conocybe leucopus,,,43.547848,-79.663131,Macrofungi
Conocybe mesospora,Ginger Conecap,416299,49.5,-119.6,Macrofungi
Conocybe michiganensis,,,49.5,-119.6,Macrofungi
Conocybe murinacea,,,46.052398,-73.748752,Macrofungi
Conocybe parvula,,874939,49.5,-119.6,Macrofungi
Conocybe pilosella,Callused Conecap,748634,48.5262,-123.4,Macrofungi
Conocybe pubescens,downy conecap,381820,48.369,-123.579,Macrofungi
Conocybe pulchella,beautiful conecap,121764,48.5262,-123.4,Macrofungi
Conocybe rickeniana,Rusty Conecap,381821,48.5262,-123.4,Macrofungi
Conocybe rickenii,Olive Conecap,179215,49.5,-119.6,Macrofungi
Conocybe siennophylla,Browngilled Conecap,705892,49.5,-119.6,Macrofungi
Conocybe spiculoides,,,48.4205,-123.639,Macrofungi
Conocybe striatipes,,,49.5,-119.6,Macrofungi
Conocybe striipes,,1348664,49.5,-119.6,Macrofungi
Conocybe subovalis,Ellipsoid Conecap,748641,45.544154,-73.477185,Macrofungi
Conocybe velutipes,fleecyfoot conecap,748646,49.5,-119.6,Macrofungi
Conocybe watlingii,Rooting Conecap,748647,49.5,-119.6,Macrofungi
Descolea albella,,,49.5,-119.6,Macrofungi
Camarophyllopsis atrovelutina,Dark Velvet Fanvault,1304125,49.5,-119.6,Macrofungi
Camarophyllopsis phaeoxantha,,,48.5624,-123.469,Macrofungi
Clavaria byssiseda,,1020227,46.908823,-67.395268,Macrofungi
Clavaria citriceps,,,45.6,-76.3,Macrofungi
Clavaria fuscata,,1120234,49.5,-119.6,Macrofungi
Clavaria gelatinosa,,,50.132,-122.972,Macrofungi
Clavaria gibbsiae,,381692,45.184722,-64.466667,Macrofungi
Clavaria macounii,,,49.5,-119.6,Macrofungi
Clavaria neonigrita,,1477176,49.5,-119.6,Macrofungi
Clavaria tenuipes,Skinnyfoot Club,739564,49.5,-119.6,Macrofungi
Clavaria vermiculata,,989023,43.90111,-79.18379,Macrofungi
Clavulina rugosa,,1451075,49.5,-119.6,Macrofungi
Clavulinopsis rufipes,,748589,47.275556,-53.914444,Macrofungi
Clavulinopsis subarctica,,1133655,51.598576,-55.531778,Macrofungi
Hodophilus foetens,stinking fanvault,499937,49.5,-119.6,Macrofungi
Mucronella minutissima,,,49.5,-119.6,Macrofungi
Ramariopsis asperulospora,,1007120,49.5,-119.6,Macrofungi
Ramariopsis biformis,,980805,49.5,-119.6,Macrofungi
Ramariopsis lentofragilis,,,44.804167,-63.6875,Macrofungi
Ramariopsis subtilis,slender coral,332474,42.27,-83.07,Macrofungi
Cortinarius aavae,,1435195,49.5,-119.6,Macrofungi
Cortinarius absarokensis,,1021223,49.5,-119.6,Macrofungi
Cortinarius acutovelatus,,989247,45.47252,-63.39235,Macrofungi
Cortinarius adarmeniacus,,,46.109177,-60.701601,Macrofungi
Cortinarius aggregatus,,518998,49.5,-119.6,Macrofungi
Cortinarius albidus,,552835,45.08404,-74.115498,Macrofungi
Cortinarius alboambitus,,1152396,49.5,-119.6,Macrofungi
Cortinarius albonigrellus,,,49.5,-119.6,Macrofungi
Cortinarius albovariegatus,,748655,49.5,-119.6,Macrofungi
Cortinarius allutus,,989251,49.5,-119.6,Macrofungi
Cortinarius amigochrous,,,48.483171,-123.3199,Macrofungi
Cortinarius amurceus,,1428491,49.5,-119.6,Macrofungi
Cortinarius anisatus,,989253,49.5,-119.6,Macrofungi
