Name,Common_name,Taxon_id,Latitude,Longitude,Group
Notropis percobromus,Carmine Shiner,107246,49.5,-119.6,Fishes
Opsopoeodus emiliae,Pugnose Minnow,107741,49.5,-119.6,Fishes
Elops saurus,Ladyfish,51405,41.818611,-65.5589,Fishes
Bregmaceros atlanticus,Antenna Codlet,96040,43.808333,-58.9375,Fishes
Bregmaceros mcclellandi,Unicorn Codlet,194839,49.5,-119.6,Fishes
Micromesistius poutassou,Blue Whiting,120702,51.726667,-53.743611,Fishes
Trisopterus esmarkii,Norway Pout,320793,60.099998,-56.9167,Fishes
Brosme brosme,Cusk,215458,43.164011,-66.012008,Fishes
Gaidropsarus argentatus,Silver Rockling,459172,56.540278,-58.451389,Fishes
Gaidropsarus ensis,Arctic Threebeard Rockling,459173,62.133889,-60.535278,Fishes
Molva dypterygia,Blue Ling,120684,49.1215,-67.9348,Fishes
Molva molva,European Ling,125291,49.5,-119.6,Fishes
Cetonurus globiceps,Globehead Whiptail,459254,42.128889,-64.9161,Fishes
Coelorinchus caelorhincus,Saddled Grenadier,120709,43.557833,-59.862,Fishes
Coelorinchus occa,Swordsnout Grenadier,98256,43.01,-61.3236,Fishes
Coryphaenoides acrolepis,Roughscale Grenadier,217626,53.00795,-132.896833,Fishes
Coryphaenoides alateralis,,459209,49.5,-119.6,Fishes
Coryphaenoides brevibarbis,Shortbeard grenadier,459181,49.5,-119.6,Fishes
Coryphaenoides carapinus,Carapine Grenadier,459210,42.3745,-64.008167,Fishes
Coryphaenoides cinereus,Popeye,217627,53.00795,-132.896833,Fishes
Coryphaenoides filifer,Filamented rattail,217628,49.5,-119.6,Fishes
Coryphaenoides guentheri,Günther's Grenadier,459182,62.881,-58.615,Fishes
Coryphaenoides mediterraneus,Mediterranean grenadier,459212,49.5,-119.6,Fishes
Coryphaenoides rupestris,Roundnose Grenadier,217631,49.5,-119.6,Fishes
Coryphaenoides yaquinae,,217632,49.5,-119.6,Fishes
Gadomus arcuatus,Doublethread Grenadier,459251,49.5,-119.6,Fishes
Macrourus berglax,Onion eye,224368,61.973611,-60.571389,Fishes
Malacocephalus occidentalis,Western Softhead Grenadier,105109,49.975634,-65.77931,Fishes
Nezumia aequalis,Common Atlantic Grenadier,120607,43.557833,-59.862,Fishes
Nezumia bairdii,Marlin-spike,225943,49.5,-119.6,Fishes
Nezumia longebarbata,Bluntnose Grenadier,459250,43.843611,-58.3392,Fishes
Nezumia sclerorhynchus,Bluntsnout Grenadier,120674,44.055278,-59.0522,Fishes
Nezumia stelgidolepis,California Grenadier,194841,49.5,-119.6,Fishes
Trachyrincus murrayi,Roughnose Grenadier,458047,62.176389,-60.466944,Fishes
Trachyrincus scabrus,Roughsnout Grenadier,120675,49.5,-119.6,Fishes
Melanonus zugmayeri,Arrowtail Cod,224591,49.5,-119.6,Fishes
Merluccius albidus,Offshore Hake,224885,49.5,-119.6,Fishes
Antimora microlepis,Pacific Flatnose,94219,53.13395,-132.731,Fishes
Antimora rostrata,Violet Cod,194855,49.5,-119.6,Fishes
Gadella imberbis,Beardless Codling,317107,49.5,-119.6,Fishes
Guttigadus latifrons,,459353,43.843613,-58.3392,Fishes
Halargyreus johnsonii,Slender Cod,220863,53.09865,-132.78435,Fishes
Laemonema barbatulum,Shortbeard Codling,317178,45.617708,-57.440637,Fishes
Laemonema goodebeanorum,,459357,49.5,-119.6,Fishes
Laemonema melanurum,,459358,47.659352,-60.126815,Fishes
Lepidion lepidion,Largeye Lepidion,104192,49.5,-119.6,Fishes
Physiculus fulvus,Metallic Codling,179483,41.685833,-65.8489,Fishes
Phycis chesteri,Longfin Hake,450418,49.5,-119.6,Fishes
Gadomus longifilis,,617081,49.5,-119.6,Fishes
Isurus paucus,Longfin Mako,103571,49.5,-119.6,Fishes
Lampris guttatus,North Atlantic Opah,122916,49.05,-128.2,Fishes
Regalecus glesne,Giant Oarfish,196745,49.5,-119.6,Fishes
Stylephorus chordatus,Tube-Eye,317396,43.133335,-60.2833,Fishes
Zu cristatus,Scalloped Ribbonfish,118609,44.0,-63.0,Fishes
Fowlerichthys ocellatus,Ocellated Frogfish,559722,41.1333,-58.6333,Fishes
Histrio histrio,Sargassumfish,127711,49.5,-119.6,Fishes
Caulophryne jordani,Fanfin Angler,459352,63.419,-59.89,Fishes
Ceratias uranoscopus,Stargazing Seadevil,64216,43.783433,-58.891317,Fishes
Cryptopsaras couesii,Triplewart Seadevil,217839,49.5,-119.6,Fishes
Chaunacops roseus,,611091,42.837,-63.122,Fishes
Chaunax pictus,Painted Anglerfish,317044,49.5,-119.6,Fishes
Chaunax stigmaeus,Redeye Gaper,450448,49.5,-119.6,Fishes
Gigantactis longicirra,,220381,47.43684,-61.28367,Fishes
Gigantactis macronema,,459385,42.516666,-63.25,Fishes
Gigantactis vanhoeffeni,Cosmopolitan Whipnose,459386,43.731833,-58.764667,Fishes
Himantolophus albinares,,459398,43.794367,-58.879683,Fishes
Himantolophus groenlandicus,Atlantic Footballfish,317144,49.5,-119.6,Fishes
Himantolophus mauli,,459399,44.1833,-45.95,Fishes
Haplophryne mollis,Soft Leafvent Angler,459389,49.5,-119.6,Fishes
Linophryne algibarbata,,459290,43.333333,-52.5,Fishes
Linophryne bicornis,,459291,49.5,-119.6,Fishes
Linophryne coronata,,459292,43.985556,-58.9764,Fishes
Linophryne macrodon,,459293,49.5,-119.6,Fishes
Melanocetus johnsonii,Humpback Blackdevil,64212,43.725117,-58.748617,Fishes
Melanocetus murrayi,Deepsea Blackdevil,459411,43.731833,-58.764667,Fishes
Dibranchus atlanticus,Atlantic Batfish,131450,42.734333,-64.0665,Fishes
Chaenophryne longiceps,Longhead Dreamer,97132,43.847,-58.915667,Fishes
Chaenophryne melanorhabdus,Smooth Dreamer,216580,49.5,-119.6,Fishes
Danaphryne nigrifilis,,459289,41.116665,-61.3167,Fishes
Dolopichthys allector,,459294,53.150002,-52.3167,Fishes
Dolopichthys pullatus,Lobed Dreamer,459295,49.5,-119.6,Fishes
Leptacanthichthys gracilispinis,,459288,43.847,-58.915667,Fishes
Lophodolos acanthognathus,Whalehead Dreamer,61541,49.5,-119.6,Fishes
Microlophichthys microlophus,,459422,49.5,-119.6,Fishes
Oneirodes acanthias,Pacific Dreamer,107573,49.5,-119.6,Fishes
Oneirodes bulbosus,Bulbous Dreamer,226423,49.5,-119.6,Fishes
Oneirodes epithales,,107574,49.5,-119.6,Fishes
Oneirodes eschrichtii,Cosmopolitan Dreamer,459430,43.731833,-58.764667,Fishes
Oneirodes macrosteus,,459431,49.5,-119.6,Fishes
Oneirodes thompsoni,Spiny Dreamer,226424,49.5,-119.6,Fishes
Spiniphryne gladisfenae,Prickly dreamer,459446,43.847,-58.915667,Fishes
Lasiognathus beebei,,459405,42.533333,-63.05,Fishes
Lasiognathus intermedius,,459406,49.5,-119.6,Fishes
Mugil cephalus,Sea Mullet,106222,41.183334,-59.0,Fishes
Benthosema glaciale,Glacier Lanternfish,215151,49.5,-119.6,Fishes
Benthosema suborbitale,Dimple Lanternfish,317001,41.4672,-66.1236,Fishes
Bolinichthys indicus,Smoothcheek Lanternfish,459375,43.785067,-58.870883,Fishes
Bolinichthys photothorax,Spurcheek Lanternfish,459376,49.5,-119.6,Fishes
Bolinichthys supralateralis,Stubby Lanternfish,459377,43.785067,-58.870883,Fishes
Centrobranchus nigroocellatus,Roundnose Lanternfish,317031,49.5,-119.6,Fishes
Ceratoscopelus maderensis,Horned Lanternfish,216484,49.5,-119.6,Fishes
Ceratoscopelus townsendi,Dogtooth Lanternfish,216485,49.5,-119.6,Fishes
Ceratoscopelus warmingii,Warming's Lanternfish,317036,43.709167,-58.7156,Fishes
Diaphus bertelseni,Bertelsen's Lanternfish,459362,40.983334,-59.0167,Fishes
Diaphus brachycephalus,Shorthead Lanternfish,459363,49.5,-119.6,Fishes
Diaphus dumerilii,,459364,49.5,-119.6,Fishes
Diaphus effulgens,Headlight Lanternfish,459365,42.775833,-63.770833,Fishes
Diaphus fragilis,Fragile Lanternfish,459344,49.5,-119.6,Fishes
Diaphus garmani,Garman's Lanternfish,459371,39.7333,-56.9833,Fishes
Diaphus holti,small lanternfish,99249,42.133335,-56.3667,Fishes
Diaphus lucidus,Spotlight Lanternfish,459372,49.5,-119.6,Fishes
Diaphus luetkeni,Luetken's Lanternfish,459373,41.09167,-63.55833,Fishes
Diaphus metopoclampus,Bluntnose Lanternfish,459374,42.5,-61.5,Fishes
Diaphus mollis,Soft Lanternfish,120701,49.5,-119.6,Fishes
Diaphus perspicillatus,Flatface Lanternfish,459366,41.483334,-59.0167,Fishes
Diaphus rafinesquii,White-spotted Lantern Fish,99250,49.5,-119.6,Fishes
Diaphus roei,,459367,40.916668,-61.4833,Fishes
Diaphus splendidus,Horned Lanternfish,459368,42.516666,-61.0333,Fishes
Diaphus taaningi,,459369,41.41,-66.08,Fishes
Diaphus termophilus,Warmwater Lanternfish,459370,49.5,-119.6,Fishes
Diogenichthys atlanticus,Atlantic Lanternfish,194867,41.87389,-65.81,Fishes
Electrona risso,Risso's Lanternfish,317089,49.5,-119.6,Fishes
Gonichthys cocco,,317120,49.5,-119.6,Fishes
Hygophum benoiti,,317152,43.62221,-59.69288,Fishes
Hygophum hygomii,Hygom's Lanternfish,317153,49.5,-119.6,Fishes
Hygophum macrochir,Largefin Lanternfish,317154,49.5,-119.6,Fishes
Hygophum reinhardtii,Reinhardt's Lanternfish,317155,41.349998,-59.0,Fishes
Hygophum taaningi,,317156,41.616665,-59.4333,Fishes
Lampadena anomala,,459359,41.349998,-59.0,Fishes
Lampadena chavesi,Chaves' Lanternfish,459361,40.983334,-59.0167,Fishes
Lampadena luminosa,Luminous Lanternfish,317179,42.166668,-63.0,Fishes
Lampadena speculigera,Mirror Lanternfish,222641,56.408333,-59.639444,Fishes
Lampadena urophaos,Tail-light Lanternfish,317180,51.44,-130.7,Fishes
Lampanyctus alatus,Winged Lanternfish,317181,49.5,-119.6,Fishes
Lampanyctus crocodilus,Jewel Lanternfish,120704,56.355,-57.729722,Fishes
Lampanyctus festivus,Festive Lanternfish,459277,43.803333,-58.8856,Fishes
Lampanyctus intricarius,Intricate Lanternfish,120705,49.5,-119.6,Fishes
Lampanyctus jordani,Brokenline Lanternfish,103967,49.5,-119.6,Fishes
Lampanyctus macdonaldi,MacDonald's Lanternfish,120706,62.221944,-60.605556,Fishes
Lampanyctus nobilis,Noble Lanternfish,317182,41.633335,-59.0167,Fishes
Lampanyctus photonotus,,459278,42.552333,-63.194667,Fishes
Lampanyctus pusillus,Pygmy Lanternfish,459279,49.5,-119.6,Fishes
Lampanyctus tenuiformis,,459280,49.5,-119.6,Fishes
Lepidophanes gaussi,,459407,41.5633,-65.9358,Fishes
Lepidophanes guentheri,,459408,42.706,-64.140167,Fishes
Lobianchia dofleini,Doflein's Lanternfish,120683,49.5,-119.6,Fishes
Lobianchia gemellarii,Gemellar's Lanternfish,317196,49.5,-119.6,Fishes
Loweina rara,Rare Lanternfish,317198,40.983334,-59.0167,Fishes
Myctophum affine,Metallic Lanternfish,225371,49.5,-119.6,Fishes
Myctophum nitidulum,Pearly-spotted Lanternfish,194864,49.5,-119.6,Fishes
Myctophum punctatum,Spotted Lanternfish,225372,64.628946,-59.853863,Fishes
Notolychnus valdiviae,Topside Lanternfish,317249,41.0,-59.0,Fishes
Notoscopelus bolini,,459296,42.815167,-62.227333,Fishes
Notoscopelus caudispinosus,Spinetail Lanternfish,459297,49.5,-119.6,Fishes
Notoscopelus elongatus,,107195,48.747667,-62.008,Fishes
Notoscopelus japonicus,Japanese Lanternfish,226035,49.5,-119.6,Fishes
Notoscopelus kroyeri,Kroyer's Lanternfish,458048,49.5,-119.6,Fishes
Notoscopelus resplendens,Patchwork Lanternfish,226037,41.977833,-65.746333,Fishes
Protomyctophum arcticum,Arctic telescope,459215,56.0,-57.0,Fishes
Protomyctophum crockeri,California Flashlightfish,228866,52.333333,-132.166667,Fishes
Stenobrachius leucopsarus,Northern Lampfish,231540,49.5,-119.6,Fishes
Stenobrachius nannochir,Garnet Lanternfish,231541,53.02235,-132.879516,Fishes
Symbolophorus californiensis,Bigfin Lanternfish,232054,49.5,-119.6,Fishes
