taxon_id,Name,Common name,Latitude,Longitude
75209,Trinomys paratus,Spiked Atlantic Spiny-rat,-19.8466,-40.3769
607195,Phyllomys sulinus,Southern Atlantic Tree Rat,,
607218,Pattonomys punctatus,Orinocan Speckled Tree Rat,9.4,-68.333333
74948,Proechimys echinothrix,Stiff-spine Spiny Rat,,
43911,Olallamys edax,Greedy Olalla Rat,4.60197,-73.6582
45885,Ctenomys frater,Forest Tuco-tuco,-22.166667,-64.333333
75061,Santamartamys rufodorsalis,Red-crested Tree Rat,,
75211,Trinomys yonenagae,Yonenaga's Atlantic Spiny-rat,,
74886,Phyllomys unicolor,Unicolored Tree Rat,,
43979,Mesomys leniceps,Woolly-headed Spiny Tree Rat,,
74573,Mesomys occultus,Tufted-tailed Spiny Tree Rat,-3.283333,-66.233333
43915,Diplomys caniceps,Colombian Soft-furred Spiny Rat,,
74251,Ctenomys roigi,Roig's Tuco-tuco,,
43985,Isothrix pagurus,Plain Toró,,
43946,Proechimys cuvieri,Cuvier's Spiny Rat,,
74950,Proechimys guyannensis,Cayenne Spiny Rat,-1.4168,-48.4103
74235,Ctenomys coludo,Puntilla Tuco-tuco,,
74240,Ctenomys fochi,Foch's Tuco-tuco,-28.876094,-66.235858
40931,Megaerops kusnotoi,Javan Tailless Fruit Bat,,
40955,Pteralopex pulchra,Montane Monkey-faced Bat,,
40957,Pteralopex anceps,Bougainville Monkey-faced Bat,,
75054,Saccopteryx antioquensis,Antioquian Sac-winged Bat,5.667778,-76.57
44525,Taterillus pygargus,Senegal Gerbil,30.928447,34.412173
45416,Tarsomys apoensis,Dusky Long-footed Rat,6.3101,125.147
44524,Taterillus lacustris,Lake Chad Gerbil,23.9,-15.8
45417,Tarsomys echinatus,Spiny Long-footed Rat,6.34163,125.07555
40979,Neopteryx frosti,Small-toothed Fruit Bat,,
40830,Alionycteris paucidentata,Mindanao Pygmy Fruit Bat,8.18889,124.92222
40961,Ptenochirus minor,Lesser Musky Fruit Bat,8.34462,123.1692
74279,Dobsonia anderseni,Andersen's Naked-backed Fruit Bat,,
40815,Dobsonia chapmani,Negros Naked-backed Fruit Bat,10.5937,124.0186
40821,Dobsonia inermis,Solomons Naked-backed Fruit Bat,-9.55,159.97
40819,Dobsonia pannietensis,Panniet Naked-backed Fruit Bat,,
45735,Psammomys vexillaris,Thin Sand Rat,,
74294,Emballonura serii,Seri's Sheath-tailed Bat,,
41355,Emballonura dianae,large-eared sheath-tailed bat,,
43867,Sicista strandi,Strand's Birch Mouse,49.284594,40.098277
74101,Baiyankamys habbema,Mountain Water Rat,-5.9361712,143.8908523
