sequence,taxon_id,Name,Common name,Latitude,Longitude,type locality
2642,36984,Ablepharus darvazi,Darvaz Mountains Snake-eyed Skink,38.1921,71.1662,"Type locality: Tajikistan, Darvazsky ridge, on the road the village of Lyangaro - pass Hobu-Robot."
971,539193,Ablepharus lindbergi,Lindberg's Snake-eyed Skink,34.347,62.18,"Type locality: “E Hérat, W-Afghanistan (Steppe einige km W Obeh)”"
913,1367374,Ablepharus mahabharatus,Mahabharat Ground Skink,27.55,85.05,"Type locality: ""Central of Nepal, northern slope of Mahabharat mountain range, along Bhainse-Pass Daman"" (27° 33'N; 85° 03'E)"
907,1367373,Ablepharus nepalensis,Nepal Ground Skink,28.233,83.983,"Type locality: ""Central of Nepal, along the road between Suikhet-Nandanda, Pokhara, 1580 m"" (Pokhara at 28° 14'N; 83° 59'E, Nepal); SH 739; 741-43 (four paratypes), ""Central of Nepal, along the road between Suikhet-Nandanda, Pokhara, 1500-1580 m""."
893,1367371,Ablepharus tragbulensis,Pakistan Ground Skink,34.4833,74.6667,"Type locality: Tragbul Pass, (34° 29'N, 74° 40'E), about 50 Km  NNW Srinagar, Kashmir, India and Pakistan, 9000 ft."
1171,32020,Abronia bogerti,Bogert's Arboreal Alligator Lizard,16.57,-95.045,"Type locality: Sierra Atravesada, north of Niltepec, between Cerro Atravesada and Sierra Madre, Oaxaca, Mexico, elevation probably between 2500 and 4500 feet."
2842,32016,Abronia fimbriata,Cáquipec Arboreal Alligator Lizard,15.459,-90.3606,"Type locality: ""les forèts de pins de la haute Vera Paz (Guatemala oriental)"" (Bocourt, 1878 [1870--1909]), according to Brygoo (1987: 6); restricted to vicinity of Cáquipec, Department of Alta Verapaz, Guatemala by CAMPBELL (on  http://www.uta.edu/biology/campbell/guatemala/checklist.html)."
1309,32015,Abronia frosti,Frost’s Arboreal Alligator Lizard,15.6015,-91.4711,"Type locality: Along road to Patalcal, 5.9 km (by road) NW intersection of Guatemala road 9N (near San Mateo Ixtatán), 2835 m."
1414,32011,Abronia leurolepis,Smoothback Arboreal Alligator Lizard,16.2475,-92.1922,"Type locality: Santa Rosa, near Comitán, E Chiapas, Mexico (1800-2300 m)"
2377,32004,Abronia ochoterenai,Northern Chiapas Arboreal Alligator Lizard,16.25,-92.132,"Type locality: Santa Rosa, Comitán, Chiapas."
2540,32002,Abronia ramirezi,Ramirez's Alligator Lizard,16.6753,-93.0603,"Type locality: Rancho El Recuerdo, Cerro La Vela, Sierra Madre de Chiapas, Municipio de Jiquipilas, Chiapas, México, 1350 m."
2636,32001,Abronia reidi,Reid's Arboreal Alligator Lizard,19.2533,-96.9597,"Type locality: Mexico: Volcan San Martin, crater rim, Veracruz."
1465,35447,Acanthodactylus ahmaddisii,Jordanian fringe-fingered lizard,31.7028,35.9951,"Type locality: 36 km south of Amman, Jordan."
2374,35436,Acanthodactylus boueti,Chabanaud's Fringe-fingered Lizard,6.37,1.554,"Type locality: “Agouagou, Dahomey”"
1161,539195,Acanthodactylus khamirensis,Acanthodactylus khamirensis,26.5131,55.9789,"Type locality: 7 km east of Khamir port, during field work on 10 May 2010, from coastal line of the Persian Gulf, 1km to sea shore, at 26° 30′ 47′′N, 055° 58′ 44.2′′E and about 40m elevation (asl), Hormozgan province, southern Iran."
1162,35422,Acanthodactylus nilsoni,Nilson's Spiny-toed Lizard,34.5,45.55,"Type locality: 34º30'N, 45º33'E, 5 km S Qasr-e Shirin, Kermanshah Province, Iran, about 7 km from Iran-Iraq border, 285 m elevation."
196,35418,Acanthodactylus robustus,Robust Fringe-fingered Lizard,35,38,Type locality: Syrische Wüste bei Bir Molusi (Ka’ra)
1062,35448,Acanthodactylus yemenicus,Yemen Fringe-fingered Lizard,13.5757,44.0207,"Type locality: Ta’izz, Yemen"
1569,1304836,Acanthodactylus zagrosicus,Acanthodactylus zagrosicus,32.4477,48.874,"Type locality: roadside from Gotvand to Saland (around 60 km east of Dezful city, Khuzestan Province, Iran), 32° 26 ́ 51.54 ̋ N, 48° 52 ́ 26.64 ̋ E at an elevation of 460 m a.s.l."
83,145861,Acanthosaura brachypoda,Fansipan Pricklenape,22.3056,104.072,"Type locality: Fan Si Pan Mount, Lao Cai Province, NW Vietnam"
481,1160845,Acanthosaura liui,Jianshui Pricklenape,23.34,102.74111,"Type locality: China, Yunnan, Jianshui; 23°20'24""N, 102°44'28""E; 1540 m"
1444,889687,Acanthosaura murphyi,Langbian Pricklenape,12.1218,108.9649,"Type locality: Hon Ba NR, Khanh Hoa Province (ca. 12°07.308’ N 108°57.896’ E, 1061 m a.s.l.) "
1686,1129180,Acanthosaura prasina,Lesser Green Pricklenape,14.311,108.363,"Type locality: Kon Chu Rang NR, the Broad of Kon Chu Rang (14.311 °N 108.363 °E), Gia Lai Province, Vietnam."
520,1499869,Achalinus damingensis,Achalinus damingensis,23.4984,108.4395,"Type locality: Daming Mountain (23°29′54.04′′ N, 108°26′22.15′′ E, 1272 m a. s. l.), Shanglin County, Nanning City, Guangxi Zhuang Autonomous Region, China."
116,965924,Achalinus emilyae,Achalinus emilyae,21.170833,107.166333,"Type locality: Dong Son-Ky Thuong Nature Reserve (21°10.15’N, 107°9.58’E, at an elevation of 348.5 m above sea level), Hoanh Bo District, Quang Ninh Province, Vietnam"
2635,27595,Achalinus hainanus,Hainan Odd-scaled Snake,18.4686,109.4106,"Type locality: Chien Fung Ling, Hainan, elevation 800 m"
519,1499868,Achalinus hunanensis,Achalinus hunanensis,27.467,110.033,"Type locality: Huangyan Village, Hecheng District, Huaihua City, Hunan Province, China (27°28′N, 110°02′E; ca. 880 m a.s.l.)."
2371,1545925,Achalinus nanshanensis,Achalinus nanshanensis,26.196206,110.132327,"Type locality: China, Hunan Province, Shaoyang City, Chengbu County, Nanshan National Park; 26°11′46.34′′N, 110°07′56.38′′E, alt. 1665 m"
236,1160843,Achalinus pingbianensis,Pingbian Odd-scaled Snake,22.9174167,103.7002833,"Type locality: Dawei Mountain Nature Reserve, Pingbian County (incorrectly given as N 103°42’01.02’’, E 22°55’02.78’’, but should be 22°55’02.78” N, 103°42’01.02” E), southeastern Yunnan Province, China, at an elevation of 1,968 m above sea level. "
518,1499867,Achalinus quangi,Achalinus quangi,21.114278,104.798639,"Type locality: forest near kieng Village (21°06’51.4”N, 104°47’55.1”E, WGS84, at an elevation of 690 m asl.), Muong Do Commune, Phu Yen District, Son La Province, Vietnam"
2370,1545924,Achalinus sheni,Achalinus sheni,27.9198,111.9175,"Type locality: (27°55′11′′N, 111°55′3′′E; 408 m a. s. l.), Qixingjie Town, Lianyuan City, Hunan Province, China."
962,965926,Achalinus timi,Achalinus timi,21.335083,103.597667,"Type locality: forest within the Copia Nature Reserve, near Hua Ty Village (21°20.105’N, 103°35.860’E), Co Ma Commune, Thuan Chau District, Son La Province, northern Vietnam"
237,1160844,Achalinus tranganensis,Trang An Odd-scaled Snake,20.254433,105.894617,"Type locality: limestone forest (20°15.266’N, 105°53.677’E, 9 m a.s.l.), near Tran Temple, Trang An Landscape Complex, Ninh Binh Province, northern Vietnam"
2748,1439540,Achalinus vanhoensis,Achalinus vanhoensis,20.77212,105.76128,"Type locality: limestone forest (20°46.327’N, 105°45.677’E, 1121 m a.s.l.), Hua Tat Village, Van Ho Commune, Van Ho District, Son La Province, northern Vietnam."
1679,1250266,Achalinus yangdatongi,Achalinus yangdatongi,23.361,104.686,"Type locality: Xiaoqiaogou (23.361°N, 104.686°E; 1609 m a.s.l.), Xichou County, Wenshan, Yunnan Province, China."
179,1160550,Achalinus zugorum,Ha Giang Odd-scaled Snake,22.7162208,105.1892788,"Type locality: Lùng Càng Village, Minh Ngoc Commune, Bac Me District, Ha Giang Province, Vietnam, 22.7162208N, 105.1892788E (WGS 84), 228 m elevation"
51,93197,Acontias bicolor,Umtali Legless Skink,-18.9714,32.7041,"Type locality: Umtali, South Rhodesia; neotype locality: Nyamziwa, Inyanga, Zimbabwe."
1090,797595,Acontias fitzsimonsi,Fitzsimons' Legless Lizard,-24.1962,31.3626,"Type locality: Niandu Bush, Wambia Sandveld, Kruger National Park, Transvaal."
1180,37705,Acontias gariepensis,Acontias gariepensis,-28.454,21.2603,"Type locality: Upington, S. Africa."
2369,1545923,Acontias mukwando,Acontias mukwando,-13.766,13.2587,"Type locality: vicinity of Catchi, Serra da Neve inselberg, -13.7660°, 13.2587°, 1674 m a.s.l., Namibe province, Angola"
2032,318603,Acontias schmitzi,Kataba Legless Skink,-15.383583,23.395485,"Type locality: Kataba Reserve (15°23.015’S, 23°23.729’E), near Mongu (Western Province, formerly Barotseland), Zambia."
578,73593,Acutotyphlops banaorum,Acutotyphlops banaorum,17.4833,121.05,"Type locality: irrigation ditch in a muddy area of water pools near Barangay Balbalasang, Municipality of Balbalan, Kalinga Province, Luzon Island, The Philippines (17°29’N, 121°03’E), 900 m elevation."
277,32554,Acutotyphlops kunuaensis,Kunua Blind Snake,-5.7667,154.7167,"Type locality: Kunua, Bougainville Island, Papua New Guinea (5°46’S, 154°43’E, 30 m elevation)."
1248,32552,Acutotyphlops subocularis,Bismarck sharp-nosed blindsnake,-4.3842,152.1925,"Type locality: Duke of York Island, ENB Province"
2987,27408,Adelphicos ibarrorum,Ibarra's Burrowing Snake,14.8951,-91.1336,"Type locality: 3 km SSE Chichicastenango, 2100 m elevation, in valley between Paxot and Caminibal, Quiché, Guatemala."
2432,73594,Adelphicos latifasciatum,Oaxacan Burrowing Snake,16.2195,-95.2008,"Type locality: Mexico: Zanatepec, Sierra Madre, Oaxaca"
402,38924,Adercosaurus vixadnexus,Adercosaurus vixadnexus,5.7667,-66.1333,"Type locality: wet gallery forest on Cerro Yutajé, 1700 m elevation (5°46’N, 66°08’W), Amazonas, Venezuela."
867,889689,Adolfus mathewsensis,Adolfus mathewsensis,1.251408,37.293328,"Type locality: 1376 m above sea level (1.251408N, 37.293328E), between Ng’eny forest and Kitich Camp, Mugur Base Camp, Mathews Range North, Samburu County, Rift Valley Province, Kenya"
2804,1403188,Advenus montisilvestris,Advenus montisilvestris,7.9242,-77.7,"Type locality: Panama, Darien, southeastern slope of Cerro Pirre, elevation 1440 m; 7.9242, - 77.7000 fide Schools & Hedges 2021."
1821,27371,Aeluroglena cucullata,Somali Snake,,,"Type locality: Goolis Mountains, British Somaliland."
1190,33475,Afroedura bogerti,Bogert's Rock Gecko,-11.9167,14.8333,"Type locality: Namba (Mombolo), Cuanza Sul Province, Angola [Mombolo: 12°10’S, 14°50’E, Missão da Namba: 11°55’ S, 14°51’E); restricted to the northern areas of Mombolo in the vicinity of Missão da Namba by Branch et al. 2021."
1870,33461,Afroedura loveridgei,Loveridge’s Rock Gecko,-16.1479,33.5692,"Type locality: 5 miles west of Tete, Mozambique"
2747,1439537,Afroedura otjihipa,Afroedura otjihipa,-17.28314,12.66506,"Type locality: Otjihipa Middleberg (-17.28314, 12.66506, 1,900 m a.s.l.), Kunene Region, Namibia"
1672,1250264,Afroedura praedicta,Serra de Neve Flat Gecko,-13.77354,13.24825,"Type locality: Serra da Neve (-13.77354, 13.24825, 1944 m a.s.l.), Namibe Province, Angola"
2746,1439536,Afroedura pundomontana,Afroedura pundomontana,-12.44389,13.9225,"Type locality: Morro do Pundo, about 25 km west of Bocoio (-12.44389, 13.92250; 946 m a.s.l.), Benguela Province, Angola"
1169,539212,Afroedura rondavelica,Rondavels Rock Gecko,-24.5667,30.8333,"Type locality: Blyde River Nature Reserve, 24°34' S, 30°50' E, Pilgrim’s Rest District (2430DB), Mpumalanga Province, Republic of South Africa"
1091,33463,Afroedura tembulica,Queenstown Rock Gecko,-32.451,27.5974,"Type locality: Cofimvaba, Tembuland, Cape Province"
917,504061,Afroedura tirasensis,Tiras Flat Gecko,-26.2,16.5833,"Type locality: Farm Tiras (about 26°12’S, 16°35’E), Bethanie district, Karas Province, SWA (now Namibia)."
1597,539216,Afrotyphlops anomalus,Angolan giant blind-snake,-15.067,13.55,"Type locality: “Huilla, l’intérieur de Mossamedes,” [= Huila, Provincia da Huila, Angola] (15.067°S, 13.550°E, elevation 1695 m)."
1588,539218,Afrotyphlops calabresii,Calabresi’s blind-snake,9.5961,44.5523,"Type locality: “56 miles from Hargeisa, on Berbera road, Northern Territory, Somali Republic” [= 56 mi. NE Hargesia, Somalia]."
869,889690,Afrotyphlops chirioi,Afrotyphlops chirioi,4.25,15.783333,Type locality: “Berbérati (04°15’N / 15°47’E) en République centrafricaine”
1428,539219,Afrotyphlops cuneirostris,Wedgenose Worm Snake,1.1905,43.8033,"Type locality: “Barawa im Somalilande” [= Brava, Somalia]"
1452,32660,Afrotyphlops gierrai,Gierra's Blind Snake,-6.0201,39.1033,"Type locality:  “Tanga, Tanzania”"
558,93490,Afrotyphlops kaimosae,Kakamega Blind-Snake,-0.4121,34.769,"Type locality: “Kaimosi Forest, near Friends’ Africa Mission, Kakamega District, Nyanza Province,  Kenya Colony” [= Kenya]"
2555,93491,Afrotyphlops nanus,Kenyan dwarf blind-snake,-3.7833,39.2833,"Type locality: Samburu, Coast Province, southeastern Kenya (39°17’E, 3°47’S, elevation 295 m)."
150,93492,Afrotyphlops nigrocandidus,Afrotyphlops nigrocandidus,-9.2281,36.9747,"Type locality: ""Kiranzi-Kitungulu Forest Reserve, Udzungwa Mountains, Iringa 
District, Tanzania (1500 m elevation)"""
149,539225,Afrotyphlops platyrhynchus,Tanga Worm Snake,-6.07,39.1028,"Type locality:  “Tanga, Tanzania”"
696,32602,Afrotyphlops rondoensis,Rondo Worm Snake,-9.1851,39.493,"Type locality: Nchingidi, Rondo Plateau, Lindi District, Tanzania."
871,889691,Afrotyphlops rouxestevae,Afrotyphlops rouxestevae,4.05,9.7,"Type locality: Douala (04°03’N / 09°42’E), Cameroon"
310,32594,Afrotyphlops steinhausi,Steinhaus' Worm Snake,-2.49067,13.7183,Type locality: “Kamerun” [Cameroon].
1860,93494,Afrotyphlops tanganicanus,Liwale blind-snake,-9.1096,37.7363,"Type locality: Liwale, Tanzania"
1429,93495,Afrotyphlops usambaricus,Usambara blind-snake,-3.4381,38.7046,"Type locality: Amani, Usambara Mts., Tanzania"
485,31167,Agama bottegi,Somali Agama,3.7961,42.5422,"Type locality: Lugh, Somaliland [= Somalia, 03°47’46’’ N,	42°32’32’’ E]"
756,31139,Agama cristata,Insular Agama,,,Type locality: Bomanesco (Sankaran) in Guinea
2524,31144,Agama gracilimembris,Benin Agama,10.4239,-2.06876,Type locality: Dahomey [= Benin]
153,145873,Agama lucyae,Wollega Agama,7.27085,37.37891,"Type locality: ‘‘Wollega’’ [probably Shewa or Kefa province; see comment] today either Oromiya or Southern Nation, Nationalities and Peoples’ Region, Omo River, 58 km NW of Soddo [= Sodo], about 1,300 m elevation (a.s.l.). Coordinates: 7.27085°N, 37.37891°E."
525,31126,Agama robecchii,Robecchi's Agama,,,"Type locality: Route from Obbia to Berbera, Somaliland."
2375,31119,Agama weidholzi,Gambia Agama,13.763395,-16.474686,"Type locality: ‘‘Urwald Sumpfgebiet, Tabadienké, 30 km S Diallakoto, Senegambien” [= Senegal]"
640,31663,Agamodon arabicus,Arabian Worm Lizard,14.8472,48.7227,"Type locality: ‘‘Al Khaur, Arabia’’ in Abian County, Yemen."
114,31662,Agamodon compressus,Flat Worm Lizard,2.11667,45.4,Type locality: ‘‘Comalis’’ = Somali Republic.
1814,35265,Aipysurus apraefrontalis,Short-nosed Sea Snake,-12.2345,123.4267,"Type locality: Ashmore Reefs, Australia"
2440,35262,Aipysurus foliosquama,Leaf-scaled Sea Snake,-12.224,123.731,"Type locality: Ashmore Reefs, Australia"
2286,35261,Aipysurus fuscus,Dusky Sea Snake,-12.23686,123.00026,"Type locality: Asia (from Celebes, fide Smith 1926)"
2938,93657,Alexandresaurus camacan,Alexandresaurus camacan,-15.1667,-39.05,"Type locality: Una (15°10’S, 39°03’W): state of Bahia, Brazil."
2434,145879,Alinea lanceolata,Barbados Skink,13.1939,-59.6132,Type locality: Barbados
850,1120002,Alopoglossus collii,Rondonia Shade Lizard,-11.86256,-60.93833,"Type locality: Brazil, State of Rondônia, Pimenta Bueno (11°51′45.2′′S, 60°56′18 ′′W)."
1850,1120001,Alopoglossus danieli,Daniel's Largescale Lizard,6.175,-75.571,"Type locality: Heliconia, Antioquia, Colombia, 1500 m elevation."
48,606423,Alopoglossus embera,Chocó Shade Lizard,2.1634,-76.2722,"Type locality: Quebrada Guanguí, upper Río Saija drainage, Departamento del Cauca, Colombia, 100–200 m asl."
1031,1120000,Alopoglossus eurylepis,Largescale Lizard,2.3454,-76.9006,"Type locality: wet forest region, 32 km by road NNW of Uribe, Cauca, Colombia."
1032,1119998,Alopoglossus grandisquamatus,Common Largescale Lizard,7.655,-76.0844,"Type locality: INGEOMINAS camp, Rio Amparradó, Municipality of Dabeiba, Antioquia, Colombia."
904,1367365,Alopoglossus indigenorum,Carauari Shade Teju,-5.79,-67.82,"Type locality: Reserva de Desenvolvimento Sustentável Uacari, Carauari, Amazonas, Brazil (−5.79, −67.82)"
2301,1119996,Alopoglossus kugleri,Kugler's Largescale Lizard,11.03333,-68.48333,"Type locality: El Mene, Estado Falcón, Venezuela."
1299,34986,Alopoglossus lehmanni,Lehmann's Shade Lizard,3.7469,-76.7505,"Type locality:  Colombia, Valle del Cauca, road from Buenaventura to San Isidro, km 22, elevation 30 m."
53,738062,Alopoglossus meloi,Pará Shade Lizard,-1.87361,-56.41528,"Type locality: Porto Trombetas, Aramã Plateau (1°52'25""S, 56°24'55""W), Terra Santa municipality, State of Pará, Brazil"
1293,1119995,Alopoglossus myersi,Pirre Mountains Shade Lizard,7.8,-77.6,"Type locality: cloud forest on the SE slope of Cerro Pirre, Serranía de Pirre, Darién Province, Panama."
903,1367363,Alopoglossus tapajosensis,Itaituba Shade Teju,-5.06,-56.87,"Type locality: west bank of the middle Tapajós River, Itaituba, Pará, Brazil (−5.06, −56.87)"
1242,1304694,Alpinoscincus alpinus,Alpine Ground-skink,-7.2574,145.9379,"Type locality: Sidibamul, Murray Pass, Wharton ranges, Woitape District, Central Province, Papua New Guinea, 2700-3000 m elevation."
1476,1304699,Alpinoscincus subalpinus,Mount Missin Ground-skink,-6.3415,147.6227,"Type locality: summit of Mt. Missin, 17 km NE of Wau, Morobe Province, Papua New Guinea, elevation 2877 m."
1986,30138,Alsophis antillensis,Guadeloupe Racer,16.265,-61.551,Type locality: Guadeloupe.
517,1499866,Alsophylax emilia,Alsophylax emilia,40.891349,70.884367,"Type locality: Uzbekistan, Fergana Valley, Kokand region, in the vicinity of Jildalisoy reservoir, N 40.891349, E 70.884367"
516,1499865,Alsophylax ferganensis,Alsophylax ferganensis,40.244792,70.821582,"Type locality: urban-type settlement Shorssu (N 40.244792 E 70.821582), Uzbekistan District, Fergana Region, Uzbekistan"
859,93717,Alsophylax laevis,Southern Even-fingered Gecko,39.1409,58.0686,"Type locality: Tedschen River, Transkaspia"
1464,34664,Alsophylax loricatus,Strauch's Even-fingered Gecko,40.33,71,"Type locality: Mohol-tau und Mursa-Robat, Turkestan. Murzarabat, Mogoltau (N Tajikistan, Fergan Valley) fide SZCZERBAK & GOLUBEV 1996."
2270,34666,Alsophylax szczerbaki,Szczerbak’s Even-fingered Gecko,,,
2613,318606,Altiphylax mintoni,Swati Pygmy Gecko,35.1872,72.254,"Type locality: Udigram, Swat, NW Frontier Province, Pakistan."
2368,1545921,Amalosia capensis,Cape York zigzag gecko,-13.70944,143.31222,"Type locality: McIlwraith Range (13° 42’ 34” S, 143° 18’ 44” E"
2309,26486,Amblyodipsas katangensis,Katanga Purple-glossed Snake,-8.8823,25.2442,"Type locality: Ngayu, Katanga, Congo-Kinshasa."
2327,26475,Amblyodipsas rodhaini,Rodhain's Purple-glossed Snake,-6.0653,28.1065,"Type locality: Lomami, Katanga, Congo-Kinshasa."
2310,26473,Amblyodipsas teitana,Teitana Purple-glossed Snake,-3.42,38.31,"Type locality: ""Mount Mbololo, Teita Hills near Voi, Kenya, at an altitude [elevation] of c. 1150 metres.”"
65,539238,Ameiva concolor,Ameiva concolor,-5.5012,-78.4852,"Type locality: Cajamarca: Paipoy, Rio Crisnejas: 24 km from Marañón (1067 m elevation)."
161,145888,Ameiva pantherina,Ameiva pantherina,9.3573,-63.1874,"Type locality: 60 km southeast of Maturín, Monagas, Venezuela."
650,318611,Ameiva parecis,Ameiva parecis,-12.5353,-60.4267,"Type locality: Fazenda Cachoeira (12° 32’ 07” S, 60° 25’ 36” W), 50 km NW of Vilhena, Rondônia, Brazil, elevation 612 m."
1532,93847,Ameiva provitaae,Ameiva provitaae,8.2933,-71.3333,"Type locality: “Laguna de Caparú, 820 m [elevation], 829’ N, 7120’ W, 20 km al SO de Mérida, estado Mérida, Venezuela”."
709,539245,Ameivula confusioniba,Ameivula confusioniba,-8.9344,-43.4494,"Type locality: Toca da Cabocla (8° 5528"" S, 43° 2658"" W), Parque Nacional da Serra das Confusões, Caracol municipality, state of Piauí, Brazil, elevation 450 m"
2906,318615,Ameivula jalapensis,Ameivula jalapensis,-10.3,-46.95,"Type locality: cerrado vegetation adjacent to Cachoeira da Velha (10° 18’ S, 46° 57’ W), Ponte Alta do Tocantins municipality, Tocantins state, Brazil, elevation 345 m."
2745,1439530,Amerotyphlops caetanoi,Amerotyphlops caetanoi,-12.545138,-41.3636,"Type locality: Parque Nacional da Chapada Diamantina, on BR 144 Road, municipality Lençóis (12° 32′ 44.682′′ S, 41° 21′ 50.364′′ W; c. 493 m a.s.l.), state of Bahia, Brazil."
1294,508588,Amerotyphlops costaricensis,Costa Rica Worm Snake,10.3039,-84.7509,"Type locality:  “Monteverde, Sierra de Tilaran, Provincia de Puntarenas, elevation 1500 m. , Costa Rica”"
2744,1439529,Amerotyphlops illusorium,Amerotyphlops illusorium,-16.53075,-39.118528,"Type locality: Fazenda Nova Alegria (16° 31′ 50.7′′ S, 39° 07′ 06.7′′ W, c. 30 m a.s.l.), municipality of Trancoso, state of Bahia, Brazil."
665,508594,Amerotyphlops lehneri,Estado Falcon Worm Snake,10.2574,-63.2133,"Type locality:  “El Pozon, Estado Faicon, Venezuela”"
2743,1439528,Amerotyphlops martis,Amerotyphlops martis,-21.279386,-40.963179,"Type locality: Praia das Neves (21° 16′ 45.59′′ S, 40° 57′ 47.86′′ W), municipality of Presidente Kennedy, state of Espírito Santo, Brazil."
2742,1439527,Amerotyphlops montanum,Amerotyphlops montanum,-15.1967,-39.3484,"Type locality: Parque Nacional Serra das Lontras (15° 11′ 46.32′′ S, 39° 20′ 54.24′′ W; c. 234 m a.s.l.), municipality of Arataca, state of Bahia, Brazil."
664,508598,Amerotyphlops yonenagae,Yonenga Worm Snake,-11.1,-42.7333,"Type locality: “Brasil: Bahia: Santo Inácio (11°06’ S, 42°44’ W).”"
2236,145890,Amnesteophis melanauchen,Bahia Black-naped Snake,-12.5704,-38.1248,"Type locality: Bahia, Brazil."
2260,29830,Amphiesmoides ornaticeps,Werner's Ornate Snake,17.4845,106.3221,"Type locality: adjacent to Phong Nha — Ke Bang National Park, Thuong Hoa commune, Minh Hoa district, Quang Binh Province, central Vietnam."
644,31722,Amphisbaena absaberi,Amphisbaena absaberi,-16.1353,-57.1398,"Type locality: Brazil, Mato Grosso, Ca´ceres (168109S, 578419W)."
849,1119990,Amphisbaena acangaoba,helmeted worm lizard,-10.47258,-41.45938,"Type locality: area of Complexo Eo ́ lico Campo Largo (10.47258S, 41.45938W, datum WGS 84, 1,061 m above sea level), municipality of Umburanas, state of Bahia, Brazil"
2028,93959,Amphisbaena acrobeles,Amphisbaena acrobeles,-10.1803,-48.6852,"Type locality: close to the northern limits of Serra Geral do Tocantins Ecological Station, Tocantins, Brazil."
803,200168,Amphisbaena albocingulata,White-ringed Amphisbaenid,,,"Type locality: Paraguay, without specific collection data."
645,31868,Amphisbaena arda,Amphisbaena arda,-10.8203,-42.8739,"Type locality: Mocambo do Vento, Ibiraba, Bahia, Brazil (10° 49’ 13’’ S, 42° 52’ 26’’ W)."
646,31721,Amphisbaena bahiana,Amphisbaena bahiana,-14.6167,-39.7333,"Type locality: ‘‘Vila Nova, Bahia, Brazil’’."
1166,31861,Amphisbaena bakeri,Baker's Worm Lizard,18.296978,-66.8904,Type locality: Puerto Rico.
2039,31726,Amphisbaena bedai,Amphisbaena bedai,-20.5101,-55.2565,"Type locality: Brazil: Mato Grosso do Sul, Anastacio."
2031,539250,Amphisbaena bilabialata,Amphisbaena bilabialata,-6.5394,-53.2571,"Type locality: Brazil, Mato Grosso, 260 km N Xavantina"
2038,93960,Amphisbaena brevis,Amphisbaena brevis,-14.9561,-55.8667,"Type locality: near km 63 of the paved road MT 351 (14°57’22’’S, 55°52’00’’W), 70 km north of Cuiabá, municipality of Chapada dos Guimarães, state of Mato Grosso, Brazil"
868,889692,Amphisbaena caetitensis,Amphisbaena caetitensis,-13.8467,-42.2747,"Type locality: Fazenda do Engenho (13°50’48”S, 42°16’29”W), 854m of elevation, in the municipality of Caetité, Bahia State, northeastern Brazil"
523,539251,Amphisbaena caiari,Amphisbaena caiari,-8.7833,-63.95,"Type locality: left side of Madeira River (ca. 08°47’S, 63°57’W, 90 m elevation), Usina Hidroelétrica Santo Antonio, Porto Velho, Rondônia, Brazil."
675,31857,Amphisbaena carlgansi,Cuban Pink Amphisbaena,20.4256,-76.16,"Type locality: Boca del Toro, Granma Province, Cuba."
1201,93961,Amphisbaena carli,Amphisbaena carli,4.141584,-73.641135,"Type locality: recently deforested Pinus spp. plantation area at Jatobá farm, 14°01’S / 45°54’W, municipality of Jaborandi, southwestern Bahia, Brazil."
404,31856,Amphisbaena caudalis,Cayemite Long-tailed Amphisbaena,18.2133,-74.0294,"Type locality: Île Grande Cayemite, Département de la Grand'Anse, Haiti."
647,93962,Amphisbaena cayemite,Cayemite Short-tailed Amphisbaena,18.2944,-74.1478,"Type locality: near Anse a Macon, Dépt. de la Grande Anse, Haiti."
385,31855,Amphisbaena cegei,Amphisbaena cegei,-18.094135,-64.119079,"Type locality: Pampa Grande (64°06’S, 18’W), Province of Florida, Department of Santa Cruz, Bolivia."
1207,31854,Amphisbaena crisae,Amphisbaena crisae,-11.8333,-50.3333,"Type locality: Brazil: Mato Grosso: Cafeara (11°50’S, 50°20’W). Note: The coordinates are apparently in error as this location is not in Mato Grosso."
1205,31720,Amphisbaena cuiabana,Amphisbaena cuiabana,-15.6,-56.1,"Type locality: Brazil, Mato Grosso, Cuiaba´ (15°36’S, 56°06’W)."
633,31875,Amphisbaena cunhai,Amphisbaena cunhai,-8.8413,-63.9304,"Type locality: Brazil, Rondônia, Cachoeira Samuel, Rio Jamari, E. Porto Velho."
1670,1250258,Amphisbaena elbakyanae,Amphisbaena elbakyanae,6.043472,-71.092833,"Type locality: El Porvenir farm, Vereda La Colombina, municipality of Paz de Ariporo, department of Casanare, Colombia. Coordinates: N 6.043472222, W –71.09283333; elevation 140 m. a.s.l."
67,539253,Amphisbaena filiformis,Amphisbaena filiformis,-7.24583,-47.77722,"Type locality: municipality of Babaçulândia (07o14’45” S, 47o46’38” W, 156 m), State of Tocantins, Brazil"
1448,31871,Amphisbaena gonavensis,Gonave Worm Lizard,18.4111,-73.1425,"Type locality: Pointe à Raquettes, Île de la Gonâve, Haiti."
2913,31841,Amphisbaena gracilis,Slender Worm Lizard,6.602873,-69.99716,"Type locality: ‘‘Unbekannt, wahrscheinlich Süd-Amerika’’ [= unknown, probably South America]"
648,31840,Amphisbaena hastata,Amphisbaena hastata,-10.8,-42.8333,"Type locality: Brazil: Bahia: Ibiraba (10°48’S, 42°50’W)."
2533,31869,Amphisbaena hiata,Amphisbaena hiata,-27.5,-58.7167,"Type locality: Laguna Brava (27° 30’ S, 58° 43’ W), Capital Department, Corrientes Province, Argentina."
