sequence,taxon_id,Name,Common name,Latitude,Longitude,type locality
2092,540111,Platyceps scortecci,Scortecci's Racer,,,"Type locality: ""Dusa Mareb (Somalia centrale)."""
343,540112,Platyceps sindhensis,Sindh Racer,26.8833,67.2333,"Type locality: “Gaj River”, Kirthar Range, Sindh, arbitrarily placed in the vicinity of Chhota Kund, Dadu District (see Mertens, 1969: 87), ca. 26°53′N, 67°14′E, ca. 180 m elevation"
2775,1403094,Platyceps vittacaudatus,Stripe-tailed Racer,27.033,88.267,"Type locality: from ""vicinity of Darjiling"" (= Darjeeling, 27° 02'N; 88° 16'E; West Bengal State, eastern India). Known only from the type locality."
1345,32398,Platyplectrurus trilineatus,Anaimalai Reddish-brown Worm Snake,,,"Type locality: „Anamally forests; elevation 4,000 feet"" [BEDDOME 1867]"
1347,32392,Plectrurus guentheri,Günther's Burrowing Snake,11.4447,76.6852,"Type locality: „Walaghat on the Western slopes of the Neilgherries"" (= Nilgiri Hills)"
1601,540116,Plestiodon kuchinoshimensis,Kuchinoshima Island Skink,29.98667,129.92067,"Type locality: Kuchinoshima Island, Toshima Village, Kagoshima Prefecture, Japan (29°59′12.0′′N, 129°55′14.4′′E, elevation 67 m) "
1720,37771,Plestiodon popei,Pope's Skink,26.0022,116.1952,"Type locality: Chong’an (Ch’ungan) County, Fujian (= Fukien), China."
824,606517,Plestiodon takarai,Plestiodon takarai,25.7381,123.4015,Type locality: Kitakojima Island in the Senkaku Group
342,540119,Plica kathleenae,Kathleen's Treerunner,1.7,-57.9167,"Type locality: Guyana, Boundary Camp, Itabu Creek headwaters (~1°42'N, 57°55'W) in the Sierra Acarai Mountains near the Brazilian border, at an elevation of about 549 m)."
148,146376,Plica pansticta,Speckled Treerunner,5.7,-66.1667,"Type locality: south end of Cerro Corocoro, 1220 m elevation (5°42’N, 66°10’W), Amazonas, Venezuela."
1552,1304732,Podarcis galerai,Podarcis galerai,36.9652,-3.3323,"Type locality: village of Galera (Granada province, Spain)"
2331,29023,Poecilopholis cameronensis,Cameroon Racer,3.7316,9.7085,"Type locality: Efulen, S. Cameroon."
2316,116546,Polemon gabonensis,Gaboon Snake-eater,6.45,2.35,Type locality: Karawa (Ubangi).
2329,116547,Polemon gracilis,Graceful Snake-eater,,,Type locality: “Bitye”
743,738134,Polemon graueri,Grauer's Snake-Eater,-0.2105,32.4408,"Type locality: “Entetbe [= Entebbe], Uganda”"
301,116548,Polemon griseiceps,Cameroon Snake-eater,,,Type locality: “Bitye”
302,116550,Polemon neuwiedi,Ivory Coast Snake-eater,5.55,-0.1833,"Type locality: ""des côtes de Guinée Christiansbourg). [=Christianbourg, Accra Region, southeastern Ghana, 5˚33'N, 0˚11'W]."
2955,146379,Polychrus jacquelinae,Jacquelin's Monkey Lizard,-6.9833,-77.9,"Type locality: from a new road, that was still under construction and is intended to connect San Vicente/Pusaq and Uchumarca (06°59'S, 77°54'W, approximately 1460–1570 m elevation), Province Bolivar, Región de La Libertad, Peru"
1549,1304731,Potamites hydroimperator,Potamites hydroimperator,-9.478667,-74.778139,"Type locality: Departamento de Huánuco, Puerto Inca Province, El Sira Communal Reserve, Campamento Hospital (on the trail to the top of El Sira Communal Reserve); 9.478667° S, 74.778139° W; 757 m a.s.l."
2947,1473449,Potamites trachodus,Potamites trachodus,-9.4631,-76.5843,"Type locality: Divisoria (= Cordillera Azul, Huánuco, Peru, 1300-1600 m."
1548,1304729,Praeteropus monachus,Mount Abbot Worm-Skink,-21.134,147.7084,"Type locality: Mt Abbot, mideastern Queensland (2080603.600S, 147845025.200E); open forest, 800 m elevation."
703,37759,Prasinohaema parkeri,Parker's Green Tree Skink,,,"Type locality: Utakwa River, Dutch New Guinea."
284,110387,Pristurus longipes,Peters’ Rock Gecko,13.0392,44.1059,Type locality: “Kursi bei Aden” [Yemen]
1685,110388,Pristurus mazbah,Pristurus mazbah,15.3333,44.1667,"Type locality: Mazbah area, 15° 20’ N, 44° 10’ E, 2130 m elevation, Yemen Arab Republic."
255,33909,Pristurus ornithocephalus,Birdhead Rock Gecko,13.817,47.583,"Type locality:  Haura (= Al Hawrah), 13°49'N 47°35'E, coast of South Yemen."
1825,33908,Pristurus phillipsii,Somai Rock Gecko,10.4559,44.049,"Type locality: Goolis Mountains, 60 miles inwards of Berbera, Somalia."
1824,33902,Pristurus saada,Yemen Rock Gecko,16.95,43.767,"Type locality: Saada (= Sa'dah, 16°57'N 43° 46'E), Yemen Arab Republic (North Yemen)"
3030,33901,Pristurus simonettai,Coastal Rock Gecko,-0.337882,42.532783,Type locality: Kysmayu (=Chisimaio) (South Somalia)
1868,965983,Proahaetulla antiqua,Keeled Vine Snake,8.6192,77.2492,"Type locality: near Agasthiyar peak (8 ̊37’09’’N 77 ̊14’57’’E), Agasthyamalai hills, Kalakad Mundanthurai tiger reserve, Tamil Nadu, India."
146,540124,Proctoporus carabaya,Proctoporus carabaya,-13.5835,-71.03475,"Type locality: road between Marcapata and Tambopampa, (13°35′00.4′′S/71°02′05.1′′W), Province Quispicanchi, Department of Cusco, Peru, 3500 m elevation."
1987,34875,Proctoporus cephalolineatus,Proctoporus cephalolineatus,,,
2771,1403093,Proctoporus katerynae,Proctoporus katerynae,-12.3828,-73.0722,"Type locality: Monte Carmelo (12°22′58’’ S, 73°04′20’’ W, 1960 m a.s.l.), district Echarate, province La Convención, Department Cusco, in Peru"
2217,540127,Proctoporus kiziriani,Proctoporus kiziriani,-13.5835,-71.03475,"Type locality: road between Marcapata and Tambopampa, (13°35′00.4′′S/71°02′05.1′′W), Province Quispicanchi, Department of Cusco, Peru, 3500 m elevation."
100,540129,Proctoporus laudahnae,Proctoporus laudahnae,-9.88722,-75.88917,"Type locality: Peru, Dpartamento de Huánuco, Palma Pampa, 3010 m elevation (9° 53’ 14’’ S, 75° 53’ 21’’ W)."
2218,540130,Proctoporus machupicchu,Proctoporus machupicchu,-13.2381,-72.5542,"Type locality: Peru, Department of Cusco, Province Urubamba, District Machu Picchu, from Aobamba (13° 14′ 17′′ S; 72° 33′ 15′′ W), 2,760 m elevation."
1481,540131,Proctoporus oreades,Proctoporus oreades,-10.34142,-75.64086,"Type locality: Perú, Pasco Department, Santa Barbara (10°20’29.1’’S; 75°38’27.1’’W), at 3439 m of elevation"
2698,1439404,Proctoporus otishi,Proctoporus otishi,-11.66,-73.6672,"Type locality: north of Cordillera de Vilcabamba (11°39′36′′S, 73°40′02′′W, 3350 m a.s.l.), Parque Nacional Otishi, province Satipo, department Junín, in Peru"
851,34872,Proctoporus pachyurus,Tschudi's Lightbulb Lizard,-10.3083,-75.2125,"Type locality: Valley of Río Chanchamayo, eastern slope of Andes, Peru"
185,540132,Proctoporus rahmi,Rahm's Sun Tegu,-13.5333,-71.9994,"Type locality: Andes of Cuzco, Peru"
379,540133,Proctoporus spinalis,Boulenger's Sun Tegu,-5.4353,-80.1139,"Type locality: Huancabamba, Peru"
2616,34874,Proctoporus sucullucu,Proctoporus sucullucu,-13.20355,-72.37555,"Type locality: from Piscacucho (13° 12.213’ S, 72° 22.533’
W), a small village near the town of Chilca, Province of Urubamba, Department of Cusco, Peru; 3191 m elevation."
2449,1474116,Proctoporus titans,Proctoporus titans,-12.3237,-73.5956,"Type locality: puna of the Otishi National Park (12°19'25.54"" S, 73°35'44.14"" W; WGS84), 3241 m a.s.l., Distrito Echarate, Provincia La Convención, Region Cusco, Peru."
694,37751,Proscelotes eggeli,Usambara Five-toed Skink,-4.5561,38.6861,"Type locality: Kwai, W Usambara Mountains, Tanzania, 1600 m elevation."
2677,1439403,Prosymna confusa,Prosymna confusa,-14.27583,13.45806,"Type locality: 20 km west of Lola on the road northwest to Camacuio, on the edge of Bentiaba River (-14.27583, 13.45806, 791 m a.s.l.), Namibe Province, Angola"
2696,1439402,Prosymna lisima,Prosymna lisima,-12.68866,18.36025,"Type locality: Cuito River source lake (-12.68866, 18.36025, 1426 m a.s.l.), Moxico Province, Angola"
1217,29016,Prosymna ornatissima,Ornate Shovel-snout,-7.072,37.581,"Type locality: Nyange, Uluguru Mountains, Tanzania."
2844,1367057,Protoblepharus medogensis,Protoblepharus medogensis,29.2667,95.1667,"Type locality: Maniweng, Beibeng, Medog, Tibet (29.2667° N, 95.1667° E, 850 m"
2843,1367056,Protoblepharus nyingchiensis,Protoblepharus nyingchiensis,29.655,95.49,"Type locality: 80K, Medog, Tibet (29.655° N, 95.490° E, 2072 m"
2321,28992,Psammophis ansorgii,Link-marked Sand Racer,12.895,15.933,"Type locality: Benguela to Bihe, Angola. Restricted to between Chinguar (12°33'S,16°20'E, elevation 1812 m a.s.l.) and Cunhangamua River (12°56'S,15°44'E, elevation 1600 m a.s.l.), Bié Province, Angola, by Branch et al. 2019: 358."
493,1499826,Psammophis cornusafricae,Psammophis cornusafricae,11.371,51.0412,"Type locality: Somalia, Bari Region, Heela Spring, 11 km NW (by road) of Baargaal (11.371°N, 51.0412°E), elevation 77 m above sea level"
911,1367329,Psammophis turpanensis,Psammophis turpanensis,42.70894,89.25705,"Type locality: Near Aydingkol Lake (42.70894°N, 89.25705°E),Turpan Basin, Xinjiang Uygur Autonomous Region, China, elevation 151 meters below sea level)"
1278,1031646,Psammophylax kellyi,Tanzanian skaapsteker,-3.17,36.68,"Type locality: Arusha Region near Oldonyo Sambu, on the foothills of Mount Meru (3.17°S; 36.68°E, ~1,850 m a.s.l.), northern Tanzania."
2772,200596,Pseudechis rossignolii,Papuan Pygmy Mulga Snake,-8.5,140.33333,"Type locality: New Guinea (”general region of Merauke”, Lat 8° 30' Long 140° 20')"
2917,35508,Pseuderemias erythrosticta,Boulenger's Racerunner,,,Type locality: “route from Obbia to Berbera”.
2529,35507,Pseuderemias savagei,Pseuderemias savagei,11.47197,49.89126,"Type locality: Somalia, Kandala"
2530,35504,Pseuderemias septemstriata,Pseuderemias septemstriata,,,"Type locality: Halin district, Somaliland, 2000 ft elevation. “Somalia, Migiurtinia” fide SZCZERBAK 1989."
1427,35506,Pseuderemias striatus,Peters' Sand Lizard,11.375,50.4,"Type locality: “Barava im Somalilande” [= Brava, Somalia]."
1721,37741,Pseudoacontias angelorum,Marojejy Giant Skink,15.3923,49.7243,"Type locality: Marojejy, N Madagascar."
2925,37740,Pseudoacontias madagascariensis,Giant Madagascar Skink,-35.804108,148.994695,unknown
1003,37743,Pseudoacontias menamainty,Red-and-black Giant Skink,-14.3092,47.9153,"Type locality: collected at Berara Forest, Sahamalaza Peninsula, Analalava Fivondronana, Mahajanga Faritany (Majunga Province), 14°18.55'S,
47°54.92'E, elevation c. 170 m."
1468,37742,Pseudoacontias unicolor,Plain Giant Skink,-13.40694,48.30306,"Type locality: near Ambanoro, about 100 m elevation, 13°24’25’’ S, 48°18’11’’ E, Lokobe Reserve, Nosy Be Fivondronana, Antsiranana Province, Madagascar."
631,28943,Pseudoboa serrana,Southeastern Scarlet Snake,-22.45,-42.9667,Type locality: Brazil: Rio de Janeiro: Teresópolis: Serra des Órgaos (Parque Nacional) (22°27'S; 42°58'W).
2697,1439401,Pseudoboodon abyssinicus,Ethiopian House Snake,,,"Type locality: “Akai, en Abyssinie”"
321,28937,Pseudoboodon gascae,Gasca's Ethiopian Mountain Snake,15.6333,38.8,"Type locality: “Maldi (Eritrea)” [= Maldi, S Anseba Prov., N Eritrea, 15°38’N, 38°48’E, elevation 2450 m] (lectotype locality)"
2230,28939,Pseudoboodon sandfordorum,Sandford's Ethiopian Mountain Snake,9.4,38.65,"Type locality: Mugher River Gorge, near Keriyo Hamlet (09° 24' N 38° 39' E, elevation 1 800 m)."
783,554776,Pseudocalotes baliomus,Barisan Range Long-headed Agama,-2.04294,101.31129,"Type locality: forest west of the mountain crest next to the road from Tapan to Sungai Penuh, Sumatera Barat Department, Sumatra, Indonesia, 2.04294°S, 101.31129°E (WGS 84 geodetic system), 1181 m elevation."
1339,540139,Pseudocalotes cybelidermus,Purple-throated Long-headed Agama,-4.91,104.13,"Type locality: montane forest at Maura Dua, Remanan Jaya, Gunung Pesagi (locally known as Masagi), Sumatera Selatan, Indonesia, 4.91°S, 104.13°E, 1574 m elevation."
1340,31405,Pseudocalotes dringi,Mount Tahan Long-headed Agama,4.2175,102.2861,"Type locality: at Gunung Tahan, 6500-7200 ft (1981-2194 m) elevation, W-Malaysia."
37,31404,Pseudocalotes flavigula,Malaya False Bloodsucker,4.4672,101.3625,"Type locality: Cameron Highlands (5000-6000 feet elevation), Malay Peninsula."
54,540141,Pseudocalotes guttalineatus,Dash-lined Long-headed Agama,-5.28,104.56,"Type locality: montane forest above Ngarip, Lampung, Sumatra, Indonesia, 5.28°S, 104.56° E, 1391 m elevation."
139,31602,Pseudocalotes kingdonwardi,Kingdonward's Bloodsucker,27.758222,98.348139,"Type locality: Adung Valley (7000 f.), on the Burma-Tibetan border
"
1063,31406,Pseudocalotes larutensis,Larut Long-headed Agama,4.8121,100.0013,"Type locality: approx. 200 road meters below the summit of Bukit Larut along the paved road leading to the Bukit Larut Telekom Station, Perak, Malaysia, elevation approx. 1000 m."
1341,540143,Pseudocalotes rhammanotus,Stitch-backed Long-headed Agama,-4.9394,103.85292,"Type locality: montane forest along the ridge of a mountain south of Danau Ranau (= Lake Ranau), Lampung, Sumatra, Indonesia, 4.9394° S, 103.85292° E, 1237 m elevation."
1587,31401,Pseudocophotis sumatrana,Pseudocophotis sumatrana,-0.9481,100.3662,"Type locality: “Sumatra, environs of Padang ?” fide WERMUTH 1967."
204,34180,Pseudogekko brevipes,Orange-spotted Smooth-scaled Gecko,12.5797,124.9584,"Type locality: Samar, Philippines."
2018,540148,Pseudogekko ditoy,Leyte Diminutive Smooth-scaled Gecko,10.6833,124.8,"Type locality: Sitio Cienda, Barangay Gabas, Municipality of Baybay, Leyte Province, Leyte Island, Philippines (10°41’N, 124°48’E; WGS-84."
1624,1129108,Pseudogekko hungkag,Mount Bulusan Smooth-scaled Gecko,12.761168,124.003568,"Type locality: regenerating secondary forest, near the peak of Mt. Jormahan, Barangay Cogon, Municipality of Irosin, Sorsogon Province, Luzon Island, Philippines (12.761168N, 124.003568E; in all cases, datum 1⁄4 WGS84; elevation 643 m above sea level [a.s.l.])"
25,540149,Pseudogekko isapa,Romblon Province Smooth-scaled Gecko,12.401873,122.539747,"Type locality: Mt. Guiting-Guiting Natural Park, Municipality of Magdiwang, Barangay Talaba, Romblon Province, Sibuyan Island, Philippines (12.401873°N, 122.539747°E; WGS 84; 479 m elevation)."
2019,540150,Pseudogekko pungkaypinit,Southern Philippine Smooth-scaled Gecko,10.75008,124.79,"Type locality: Calbiga—a creek area on the Visayas State University Visca campus, Barangay Guadalupe, Municipality of Baybay, Leyte Province, Leyte Island, Philippines (10°45’0.27’’N, 124°47’24.0’’E; WGS-84"
1026,34178,Pseudogekko smaragdinus,Green Smooth-scaled Gecko,14.07577,122.7691,Type locality: Pollillo [sic] (fide DAAN & HILLENIUS 1966)
2020,606519,Pseudogekko sumiklab,Bicol Smooth-scaled Gecko,13.305588,123.688988,"Type locality: foothills of Mt. Mayon, Sitio Nagsipit, Barangay Mariroc, Municipality of Tabaco, Albay Province, Luzon Island, Philippines (13.305588N, 123.688988E; in all cases, datum 1⁄4 WGS84; 399 m elev.), "
1826,34175,Pseudogonatodes barbouri,Barbour's Clawed Gecko,-9.4286,-75.0483,"Type locality: Perico, Peru"
1827,34173,Pseudogonatodes gasconi,Pseudogonatodes gasconi,-8.6667,-72.7667,"Type locality: left margin of Rio Juruá near Porongaba (72° 46’ W, 8° 40’ S), Acre, Brazil."
367,34172,Pseudogonatodes lunulatus,Venezuela Clawed Gecko,10.08447,-66.4968,"Type locality: El Mene, Province Falcon, Venezuela"
368,34171,Pseudogonatodes manessi,Pseudogonatodes manessi,10.2833,-67.6333,"Type locality: Rancho Grande, Parque Nacional Henri Pittier, 12 km NW NW of Maracay, Aragua, Venezuela."
1828,34170,Pseudogonatodes peruvianus,Peru Clawed Gecko,-6.426,-77.652,"Type locality: Peru, Amazonas, Tingo, Rio Utcubamba"
2556,1545775,Pseudoindotyphlops exiguus,Belgaum Worm Snake,,,"Type locality:  “East lndies” [""Indes Orientales""]"
771,558938,Pseudoplectrurus canaricus,Karnataka Burrowing Snake,13.222606,75.250823,"Type locality: ""South Canara, [...] on the top of the Kudra Mukh (= Kudremukh), a mountain 6000 feet high” (elevation)"
265,28925,Pseudorabdion eiselti,Eiselt's Dwarf Reed Snake,-0.9167,100.3667,"Type locality: Padang, Sumatra."
21,28927,Pseudorabdion mcnamarae,Mcnamara's Burrowing Snake,10.412,123.0986,"Type locality: Type loc. Canlaon Volcano, 900 M., Occidental Negros, P. I."
1787,146393,Pseudorabdion modiglianii,Modigliani’s Dwarf Reed Snake,-0.9492,100.3664,"Type locality: Indonesia, Sumatra Island, Province of Sumatera Barat, Padang"
1858,28928,Pseudorabdion montanum,Mountain Burrowing Snake,9.3033,123.2794,"Type locality: “north side of the north peak of Cuernos de Negros, Negros Oriental Province, Negros Island.”"
1788,28918,Pseudorabdion sarasinorum,Sarasin’s Reed Snake,-2.48834,120.49289,"Type locality: Gunung (Vulcan), Soudara, northern Celebes."
2877,146394,Pseudorabdion sirambense,Pseudorabdion sirambense,2.655,98.8971,"Type locality: Indonesia, Sumatra Island, Province of Sumatera Utara, “Si Rambé” (now Sirambi, about 13 km SE of Balige, off the southern shore of Danau Toba)."
2077,28920,Pseudorabdion talonuran,Pseudorabdion talonuran,11.3833,122.15,"Type locality: Western foothills of Mt. Madja-as (11°23’N, 122°09’ E, elev. 1500 m), Barangay Allojipan, Municipality of Culasi, Antique Province, Panay Island, Philippines."
2873,28921,Pseudorabdion taylori,Taylor's Burrowing Snake,7.0286,125.0464,"Type locality: “Saub, Cotabato Province, Mindanao Island.”"
57,540151,Pseudorabdion torquatum,Pseudorabdion torquatum,-4.8753,119.8504,"Type locality: Macassar, Sulawesi, Indonesia"
2269,28914,Pseudoxenodon baramensis,Baramen Bamboo Snake,3.25,114.25,"Type locality: ""Mount Dulit, Sarawak, North Borneo, at 1,000 metres.""  [=Banjaran Dulit, 3rd Division, Baram District, northern Sarawak, central East Malaysia, 1000 m, 3˚15'N, 114˚15'E]."
2340,28896,Pseudoxyrhopus analabe,Anjanaharibe Ground Snake,-14.777,49.4433,"Type locality: western slope of Anjanaharibe-Sud, apparently outside of Anjanaharibe reserve (the boundaries are not clearly defined), which is limited to the southeastern region of the chain; 49°26.60'E, 14°46.62'S, 1050 m elevation."
1979,28887,Pseudoxyrhopus ankafinaensis,Ankafina Ground Snake,-21.5311,47.0667,"Type locality: “Ankafana, Betsileo, Madagascar” [= Ankafina]."
2342,28889,Pseudoxyrhopus imerinae,Plateau Brook Snake,-18.7669,47.3537,"Type locality: “forest district east of Imerina, Madagascar”"
2341,28890,Pseudoxyrhopus kely,Mandena Ground Snake,-24.9667,47.0333,"Type locality: Mandena, Tollanaro (Fort DAuphin), Fivondronana, Toliara (Tuléar) Province, Madagascar, 20 m elevation (24°58’ S, 47° 2’ E)."
1094,797746,Ptyas doriae,Hampton's Green Snake,24.25,97.2333,"Type locality: “Monti ad Est di Bhamò: Kakhien Hills (Birmania)” [= mountains to the east of Bhamò (24°15’N, 97°14’E), ext. SE Kachin Division, Myanmar]”"
754,1367328,Ptyctolaemus chindwinensis,Sagaing Fold-throated Agama,25.4325,95.68,"Type locality: Htamanthi Wildlife Sanctuary, Sagaing Division, Myanmar (25°25'57""N, 95°40'48""E, 180 m elevation)."
1847,33875,Ptyodactylus homolepis,Pakistan Fan-fingered Gecko,27,68,Type locality: Sind (Pakistan)
614,734639,Ptyodactylus rivapadiali,Mauritanian Fan-toed Gecko,17.15139,-12.19861,"Type locality: Aouînet Nanâga (Assaba, Mauritanie), 17°09’05ˮN, 12°11’55ˮW, elevation 115 m."
2580,1545860,Ptyodactylus siphonorhina,Ptyodactylus siphonorhina,30.0866,31.2125,"Type locality: Abu Roash, near Gizeh (given as “Abu Rawash and Beni Hassan, Lower Egypt” by Baha El Din 2006."
2507,540156,Pygmaeascincus koshlandae,Fine-browed Dwarf Skink,-16.0333,144.8,"Type locality: 10 km N of Palmer River via Cairns-Cooktown road, Queensland (16°02’S, 144°48’E)"
1790,540160,Rabdion grovesi,Groves’ Pointed Snake,-2.8557,119.8084,"Type locality: Awan Village, Rindingalo, Tana Torja, Province of South Sulawesi, Indonesia, (2°51’20.53""S, 119°48’30.04""E; datum = WGS84; 2150 m elevation."
853,146399,Ramphotyphlops acuticauda,Palau Island Blind Snake,7,134,Type locality: “Palaos” [= Palau Islands]
986,146400,Ramphotyphlops adocetus,Ramphotyphlops adocetus,5.17,154.9033,"Type locality: Pasa Island, Ant Atoll, Caroline Islands,  Federated States of Micronesia"
1262,32800,Ramphotyphlops angusticeps,Arboreal Blind Snake,-21.5519,165.5072,"Type locality: “Neu-Caledonien”, in error fide ROUX (1913)"
278,111553,Ramphotyphlops becki,Beck’s Blind Snake,-9.4286,160.0205,"Type locality: Guadalcanal, Solomon Islands."
1263,540163,Ramphotyphlops bipartitus,Ramphotyphlops bipartitus,0.6863,127.4,"Type locality: ""Île de Tidore, Nouvelle-Guinee"" [= Tidore Is., Maluku, Indonesia, 00041'N, 127°24'E]."
1311,540164,Ramphotyphlops conradi,Conrad's Worm Snake,,,Type locality:  “North Celebes”
1385,32789,Ramphotyphlops depressus,Ramphotyphlops depressus,-4.517,152.322,"Type locality: Duke of York Island, Bismarck Archipelago, Papua New Guinea."
674,32774,Ramphotyphlops lorenzi,Ramphotyphlops lorenzi,3.7867,117.2256,"Type locality: “Pahu Miang-besar off east coast of Borneo”, Poeloe Island (Miang besar)."
1682,32802,Ramphotyphlops mansuetus,Small-headed Blind Snake,-9.0778,160.0135,"Type locality: Keri Keri, San Cristóbal, Solomon Islands."
151,73931,Ramphotyphlops marxi,Marx's Worm Snake,12.216,124.583,"Type locality: ""Tarabucan (12°13'N, 124°35'E), 4 miles southeast of spur of Sigarag Mountains (which are 13 miles south of Catarman), Matuguinao Municipality, extreme northern Western Samar Province, NW Samar	Island,	NE Visayas Group, east-central Philippines."""
1615,1250063,Ramphotyphlops mollyozakiae,Ramphotyphlops mollyozakiae,14.9743,102.0536,"Type locality: not given; the paratype is from Pak Thong Chai, Nakhon Ratchasima."
1264,32750,Ramphotyphlops similis,Manukwari Blind Snake,-1,134.6333,"Type locality: ""Dare, New Guinea"" [Manukwari (1°00'S', 134°38'E), Irian Jaya]."
1988,32752,Ramphotyphlops suluensis,Ramphotyphlops suluensis,4.88819,119.79394,"Type locality: Type loc. Bubuan, Tapian Group, Sulu Arch., P. I."
1265,32753,Ramphotyphlops supranasalis,Ramphotyphlops supranasalis,-1.8781,134.1937,"Type locality: ""Salawatti"" [Salawati Island]."
1150,32759,Ramphotyphlops willeyi,Loyalty Islands Blind Snake,-22.5475,167.4539,"Type locality: Lifu, Loyalty Islands"
1172,32531,Rena bressoni,Michoacán Slender Blind Snake,19.5625,-101.6356,"Type locality: “Hacienda El Sabino, Urupuan, Michoacan, Mexico”"
1397,540166,Rena dugesii,Rena dugesii,19.2465,-103.728,"Type locality: Colima, Mexico.

tenuiculus: see comment."
89,540167,Rena iversoni,Rena iversoni,23.494,-99.666,"Type locality: oak woodland in the vicinity of Hwy 101, 23.7 km SW Rio San Marcos (in turn 8.1 km SW Cd. Victoria), Tamaulipas, Mexico, 36.5 km NE of Jaumave."
910,1367327,Rena klauberi,Rena klauberi,21.9834,-103.3405,"Type locality: Mexico, Jalisco, Río Cartagena, adjacent to the road between Santa María de Los Ángeles and Bolaños, 1,602 m (21o59’0.24” N, 103o20’27.816” W). "
87,540169,Rhabdophis akraios,Singalang Keelback,-0.4083,100.6156,"Type locality: Indonesia, Sumatra Island, Province of Sumatera Barat, Mount Singalang"
1247,28847,Rhabdophis angeli,Angel’s Keelback,21.3844,105.5401,"Type locality: Tam-Dao, Tong-King (= Tam Dao, Vinh Phuc Province, North Vietnam)"
1138,28843,Rhabdophis callichroma,Black-barred Keelback,21.0653,105.3833,"Type locality: “Ba-vi, Tong-King” [Vietnam]"
1245,111612,Rhabdophis callistus,Boettger’s Keelback,,,Type locality: “Sine patria” (fide HARDING & WELCH 1980)
1426,1337913,Rhabdophis confusus,Hainan Keelback,18.5,109.5,Type locality: “Hainan”
2229,28800,Rhadinaea pulveriventris,Common Graceful Brown Snake,9.8625,-83.9214,"Type locality: “Azahar de Cartago, Costa Rica.”"
1168,28794,Rhadinaea sargenti,Sargent's Graceful Brown Snake,8.8949,-79.6378,"Type locality: Pequení-Esperanza ridge near the head of the [Río] Pequení, 1800 feet [549 m elevation], Panama Province, Panama."
2350,28788,Rhadinaea vermiculaticeps,Vermiculate Graceful Brown Snake,8.99,-80.72,"Type locality: New Granada (Colombia), Cocuyas de
Veraguas;"
572,145794,Rhadinella hannsteini,Hannstein's Spot-lipped Snake,14.8241,-91.511,"Type locality: Finca La Paz, 1450 meters elevation, 18 kilometers (airline) due north of Coatepeque, Departamento de San Marcos, Guatemala."
599,28793,Rhadinella rogerromani,Rhadinella rogerromani,13.7667,-85.0383,"Type locality: “S slope of Cerro Saslaya (13°46.0’N, 85°02.3’W), 1450 m elevation, Región Autónoma Atlántico Norte, Nicaragua.”"
1812,797753,Rhadinella stadelmani,Stadelman's Graceful Brown Snake,15.3133,-91.5719,"Type locality: Todos Santos, Huehuetenango, Guatemala, 2438 m (8000 ft.) elevation."
1151,28787,Rhadinella tolpanorum,Rhadinella tolpanorum,15.45,-87.3,"Type locality: ""0.8 km N and 1.5 km E Cerro San Francisco in the Cordillera Nombre de Dios at 1900 m, Department of Atlántida, Honduras (15˚27' N, 87˚18' W)."""
191,28785,Rhadinophanes monticola,Graceful Mountain Snake,17.45,-100.15,"Type locality: ""1 mile (1.6 km.) north of Puerto del Gallo, 17˚27'N, 100˚09'W, at an elevation of approximately 9000 feet (2750 m.) on Cerro Teótepec, State of Guerrero, Mexico."""
895,1367326,Rhamphiophis maradiensis,Rhamphiophis maradiensis,12.248375,5.965782,"Type locality: “aux environs de Gari'n Bakwai, 50 km au sud-ouest de Maradi. au Niger”;"
2448,1474115,Rhampholeon colemani,Rhampholeon colemani,-8.3975,35.9786,"Type locality: Kitolomero valley, a locality in the Uzungwa Scarp Nature Reserve at about 1200 m a.s.l. (-8.3975; 35.9786) Kilombero District, Morogoro Region of Tanzania."
1386,488399,Rhampholeon hattinghi,Mount Nzawa Pygmy Chameleon,-6.85117,29.59783,"Type locality: path side vegetation at 1700 metres a.s.l., Mount Nzawa, Moba District, Katanga Province, Democratic Republic of the Congo (6° 51.07’ S; 29° 35.87’ E)."
622,488401,Rhampholeon nebulauctor,Chiperone Pygmy Chameleon,-16.5072,35.7259,"Type locality: shrub understorey of evergreen forest on the southeast slopes of Mt. Chiperone Massif, Zambézia Province, Mozambique 16 ̊30'25.9”S, 35 ̊43'33.4”E, ca 1000 m elevation."
2447,1474111,Rhampholeon sabini,Rhampholeon sabini,-5.4803,37.4753,"Type locality: Nguu North Forest Reserve, 1200 m a.s.l. (-5.4803; 37.4753), Handeni District, Tanga Region, Tanzania."
1035,1119896,Rheosaurus sulcarostrum,Rheosaurus sulcarostrum,7.3667,-60.4833,"Type locality: Guyana, Baramita, approximately 1 km S airstrip, 07°22’N, 060°29’W, elevation 100 m."
1398,540175,Rhinoguinea magna,Rhinoguinea magna,11.2361,-5.4819,"Type locality: “Mamoroubougou (11°14’10”N, 05°28’55”W, altitude : 386 m) par un paysan de ce village qui l’a remis à l’auteur”"
1399,32437,Rhinoleptus koniagui,Villiers' Blind Snake,10.271,-13.3503,"Type locality: Youkounkoun, Guinea."
571,32387,Rhinophis dorsimaculatus,Polkadot Earth Snake,7.866667,79.833333,"Type locality: Coastal village of Marichchukate, North Western Province, Ceylon."
