taxon_id,Name,Common name,Latitude,Longitude
561567,Coeliccia matok,Coeliccia matok,1.4657,110.4536
561542,Asthenocnemis linnaei,Asthenocnemis linnaei,10.5561,119.9928
562292,Gynacantha arsinoe,Gynacantha arsinoe,,
561547,Calicnemia fortis,Calicnemia fortis,,
561551,Calicnemia rectangulata,Calicnemia rectangulata,3.714,101.735
561594,Elattoneura mauros,Elattoneura mauros,1.6572,112.2432
561608,Idiocnemis dagnyae,Idiocnemis dagnyae,-4.46217,136.897
561643,Lieftinckia isabellae,Lieftinckia isabellae,-8.1666,159.5833
562345,Oligoaeschna aquilonaris,Oligoaeschna aquilonaris,,
562298,Gynacantha cattienensis,Gynacantha cattienensis,11.436,107.428
562316,Gynacantha nuda,Gynacantha nuda,-6.44833,142.95978
561657,Nososticta astrolabica,Nososticta astrolabica,-5.5039,144.1661
561660,Nososticta azurosignata,Nososticta azurosignata,-4.653,141.9229
561664,Nososticta caerulea,Nososticta caerulea,-4.40562,142.0453
561668,Nososticta circumscripta,Nososticta circumscripta,-0.6327,127.555287
561670,Nososticta conifera,Nososticta conifera,-6.32627,143.26452
562325,Gynacantha stenoptera,Gynacantha stenoptera,,
561671,Nososticta cyanura,Nososticta cyanura,-2.61558,140.35592
561686,Nososticta interrupta,Nososticta interrupta,,
561687,Nososticta kaizei,Nososticta kaizei,-1.763,136.179
562361,Periaeschna laidlawi,Periaeschna laidlawi,5.2128,101.62097
561692,Nososticta megantereon,Nososticta megantereon,-6.44833,142.95978
562363,Periaeschna yazhenae,Periaeschna yazhenae,,
561700,Nososticta pseudexul,Nososticta pseudexul,-4.40133,136.835
562389,Remartinia restricta,Remartinia restricta,,
561701,Nososticta pyroprocta,Nososticta pyroprocta,-0.88,131.261
561702,Nososticta rangifera,Nososticta rangifera,-4.40133,136.835
561703,Nososticta rosea,Nososticta rosea,-7.12163,144.37393
562422,Sarasaeschna martini,Sarasaeschna martini,,
561711,Nososticta truncata,Nososticta truncata,-7.12163,144.37393
561724,Palaiargia myzomela,Palaiargia myzomela,-3.54,136.15
561720,Palaiargia clarillii,Palaiargia clarillii,-5.215,141.23167
561725,Palaiargia nasiterna,Palaiargia nasiterna,,
561745,Prodasineura gracillima,Prodasineura gracillima,,
561753,Prodasineura nigra,Prodasineura nigra,,
561762,Proplatycnemis aurantipes,Proplatycnemis aurantipes,,
561764,Proplatycnemis melana,Proplatycnemis melana,,
561773,Risiocnemis arator,Risiocnemis arator,16.117,120.96
561775,Risiocnemis corbeti,Risiocnemis corbeti,,
561782,Risiocnemis moroensis,Risiocnemis moroensis,8.3169,124.6828
561794,Acanthagrion kaori,Acanthagrion kaori,,
561816,Agriocnemis naia,Agriocnemis naia,2.438915,103.272858
561824,Amphicnemis billitonis,Amphicnemis billitonis,,
561823,Amphicnemis bebar,Bebar wisp,,
561839,Argia appendiculata,Argia appendiculata,0.8333,-66.1667
561840,Argia azurea,Argia azurea,16.135388,-91.437313
561843,Argia cuneifera,Argia cuneifera,0.85,-66.32
562513,Ebegomphus minutus,Ebegomphus minutus,2.23333,-54.46667
562505,Davidius truncus,Davidius truncus,,
561850,Argia loutoni,Argia loutoni,-12,-70
561861,Austroallagma sagittiferum,Austroallagma sagittiferum,-9.94788,120.654
562514,Ebegomphus pumilus,Ebegomphus pumilus,,
562524,Epigomphus subquadrices,Cerro Campanam Knobtail,,
561872,Ceriagrion annulosum,Ceriagrion annulosum,-7.48617,107.35586
561883,Coenagriocnemis ramburi,Coenagriocnemis ramburi,,
561874,Ceriagrion batjanum,Ceriagrion batjanum,-0.7667,127.65
561896,Cyanallagma corbeti,Cyanallagma corbeti,,
561903,Epipleoneura ottoi,Epipleoneura ottoi,,
561904,Epipleoneura susanae,Epipleoneura susanae,,
561920,Ischnura ariel,Ischnura ariel,-3.914,136.229
561924,Ischnura ezoin,Ischnura ezoin,,
561926,Ischnura cardinalis,Ischnura cardinalis,,
561933,Ischnura isoetes,Ischnura isoetes,,
561934,Ischnura jeanyvesmeyeri,Ischnura jeanyvesmeyeri,-23.86333,-147.64676
561936,Ischnura mahechai,Ischnura mahechai,,
561941,Ischnura rurutana,Ischnura rurutana,-22.45016,-151.351
561939,Ischnura rubella,Ischnura rubella,,
561943,Ischnura stueberi,Ischnura stueberi,,
561963,Melanesobasis prolixa,Melanesobasis prolixa,-18.580699,179.876186
561980,Metaleptobasis panguanae,Metaleptobasis panguanae,,
561985,Metaleptobasis tridentigera,Metaleptobasis tridentigera,,
733471,Coeliccia phamiha,Coeliccia phamiha,16.0947,108.0349
561999,Nesobasis aurantiaca,Nesobasis aurantiaca,,
562000,Nesobasis brachycerca,Nesobasis brachycerca,,
733462,Wahnesia kutubuensis,Wahnesia kutubuensis,-6.323,143.267
562005,Nesobasis flavostigma,Nesobasis flavostigma,,
733463,Hetaerina dutati,Hetaerina dutati,,
733467,Heteragrion cauei,Heteragrion cauei,-20.3447,-43.4986
562024,Papuagrion auriculatum,Papuagrion auriculatum,-5.4855,144.2355
562031,Papuagrion flavithorax,Papuagrion flavithorax,-0.824,132.637
733475,Nososticta moginae,Nososticta moginae,-7.12163,144.37393
733476,Nososticta nancowra,Nancowry Threadtail,,
733478,Argia angelae,Argia angelae,,
733482,Pseudagrion kamiranzovu,Pseudagrion kamiranzovu,,
733485,Erpetogomphus oxybelis,Erpetogomphus oxybelis,18.387,-96.174
733505,Idionyx galeatus,Minaret Daggerhead,,
733507,Idionyx intricatus,Idionyx intricatus,,
562038,Papuagrion nigripedum,Papuagrion nigripedum,-7.14823,144.38228
562040,Papuagrion pandanicolum,Papuagrion pandanicolum,-3.50969,139.03005
733524,Euthore dorada,Euthore dorada,,
562081,Pseudagrion ambatoroae,Pseudagrion ambatoroae,,
562115,Pseudagrion pacale,Pseudagrion pacale,7.8123,-11.1779
562538,Euthygomphus wuzhishanus,Euthygomphus wuzhishanus,22.629597,112.646681
562046,Papuagrion stellimontanum,Papuagrion stellimontanum,-4.65,140.56667
562069,Platystigma astictum,Platystigma astictum,,
97064,Ceriagrion ignitum,Ceriagrion ignitum,0.81,24.28
562072,Platystigma jocaste,Platystigma jocaste,-11.7815,-76.7017
562074,Platystigma minimum,Platystigma minimum,,
562075,Platystigma pronoti,Platystigma pronoti,,
562076,Platystigma quadratum,Platystigma quadratum,,
562082,Pseudagrion andamanicum,Pseudagrion andamanicum,10,93
562096,Pseudagrion coarctatum,Pseudagrion coarctatum,-2.56582,140.508
562114,Pseudagrion olsufieffi,Pseudagrion olsufieffi,-15.73,49.96
562554,Gomphoides perdita,Gomphoides perdita,,
562116,Pseudagrion pelecotomum,Pseudagrion pelecotomum,-2.612,140.517
