ORIGIN_Latitude,ORIGIN_Longitude,DEST_Latitude,DEST_Longitude,cumsum_proportion
43.80133365,-72.25134545,40.8664083333,-74.0021583333,1
51.0853534868,15.0790432705,-36.7926724999,174.7333977744,1
33.0685735246,-96.9586006254,40.7025833333,-107.4990716667,1
51.0853534868,15.0790432705,-46.0612698106,168.8845118955,1
33.0685735246,-96.9586006254,40.699075,-107.494505,1
37.76,-122.4477005,38.460693,-122.706771,1
38.4710159302,-76.8785934448,35.08265,-85.1181111667,1
33.0685735246,-96.9586006254,38.94376,-74.941845,1
33.0685735246,-96.9586006254,35.8567066667,-75.887015,1
32.7755626967,-87.0473953195,39.8115646,-77.2259874,1
43.80133365,-72.25134545,40.8663666667,-74.0001361112,1
29.5876786798,-95.5806999314,40.9249270374,-80.0697504151,1
32.6721484259,-97.2421954126,29.2963917722,-81.1937642695,1
33.0685735246,-96.9586006254,37.2009366667,-76.7483433333,1
23.856388092,-106.7050018311,20.7223415375,-103.5246505737,1
38.5666583333,-80.8492283333,40.1632445104,-80.5954769489,1
43.82257,-72.6415033333,38.9127963537,-76.9428093487,1
30.4204765,-91.1716308594,22.7187291,71.6376694,1
32.7755626967,-87.0473953195,39.8115646,-77.2259874,1
32.7755626967,-87.0473953195,39.8115646,-77.2259874,1
32.7755626967,-87.0473953195,39.8115646,-77.2259874,1
32.527924,-94.793278249,44.9347416667,-123.0324945,1
38.4710159302,-76.8785934448,35.824327857,-85.6638971912,1
32.7755626967,-87.0473953195,33.5130984892,-79.0546015061,1
32.7755626967,-87.0473953195,39.8115646,-77.2259874,1
-43.7632611806,-176.4956005165,-36.9578933716,174.6228485107,1
42.6348,-71.0703666667,42.4693423324,-70.918475641,1
38.4710159302,-76.8785934448,35.1620083212,-85.3691182514,1
32.7755626967,-87.0473953195,28.3738652092,-81.5107180512,1
41.554141,-83.7914825,40.0196028333,-83.1938366667,1
43.82257,-72.6415033333,43.574528,-73.40937,1
43.82257,-72.6415033333,41.4143087436,-80.3987170012,1
45.2505324139,-78.9739618489,45.2514171,-75.8482004,1
-36.92134,174.705448,-37.7494083333,175.2945716667,1
44.4273882732,-73.2057391853,44.4778022766,-73.1861495972,1
41.554141,-83.7914825,39.8139152515,-83.9893717574,1
29.7137652266,-95.3920007758,38.9127963537,-76.9428093487,1
38.4710159302,-76.8785934448,35.0626971667,-85.3067633333,1
33.126612,-97.109358,38.9172402611,-77.2793346723,1
45.2505324139,-78.9739618489,45.2514171,-75.8482004,1
32.7755626967,-87.0473953195,40.43148,-105.50318,1
30.4204765,-91.1716308594,22.7187291,71.6376694,1
40.2971981151,-74.4956676224,40.74148726,-74.17523145,1
38.4710159302,-76.8785934448,35.0667916667,-85.2989883333,1
40.2971981151,-74.4956676224,40.74120566,-74.17531068,1
30.4204765,-91.1716308594,18.5324037,73.4622161,1
34.0480196667,-81.0805805,34.91615211,-82.43371947,1
38.4710159302,-76.8785934448,35.2427416667,-85.2367333333,1
43.0765389722,-88.2416539722,46.3726064631,-90.6407953333,1
38.4710159302,-76.8785934448,35.2422116667,-85.236655,1
43.0765389722,-88.2416539722,45.8379533333,-89.6763083333,1
41.554141,-83.7914825,40.911321,-81.468562,1
61.0050354004,-135.2019195557,61.0085132579,-138.243526295,1
34.1898946446,-118.2453891778,34.0944308,-118.65627251,1
30.4204765,-91.1716308594,19.7019886,72.7747325,1
39.9295277,-105.3028743,38.9288116667,-119.9740833333,1
32.7755626967,-87.0473953195,44.493614717,7.6973978238,1
32.7755626967,-87.0473953195,2.284955,31.3887683333,1
61.0050354004,-135.2019195557,61.0584721667,-138.684325,1
43.0765389722,-88.2416539722,42.5668534022,-88.2247280434,1
37.3880316317,-118.63359469,37.4165716667,-118.710215,1
32.7755626967,-87.0473953195,27.2795112649,-82.5750160082,1
23.856388092,-106.7050018311,25.4401222222,-103.7352305556,1
34.119352268,-116.612945,33.7154178628,-118.3090658335,1
23.856388092,-106.7050018311,25.4433138889,-103.7350222222,1
51.0853534868,15.0790432705,-46.0566858073,168.879818058,1
34.0480196667,-81.0805805,34.9090083427,-82.2779240547,1
23.856388092,-106.7050018311,20.9958883333,-100.3923633333,1
34.119352268,-116.612945,33.71576,-118.3099466667,1
39.8982473152,-82.700120405,27.6073750433,-97.2338595612,1
39.9327277778,-75.1422972222,40.941482209,-80.092684741,1
32.7755626967,-87.0473953195,20.0975398168,-75.5053710938,1
24.9639896694,121.5103916667,24.6098322641,121.0754147374,1
-33.4062391791,-70.6239463761,-32.58384,-71.453619,1
30.40364906,-84.30778466,40.5144958496,-80.0916900635,1
37.3880316317,-118.63359469,37.429985,-118.7007233333,1
29.631219,-82.311282,25.7358960413,-80.7666320616,1
29.682455,-82.605675,28.3130431467,-81.4515404049,1
40.200651544,-105.6215365744,23.8616966667,-110.163375,1
34.1898946446,-118.2453891778,34.232202,-118.31095,1
45.2505324139,-78.9739618489,42.6100507239,-73.8844699134,1
40.0651089521,-75.2175894846,39.9621116667,-75.1743783333,1
45.2505324139,-78.9739618489,42.7520610346,-83.2304459252,1
24.9639896694,121.5103916667,24.6173300193,121.0834195329,1
33.9553866667,-102.1166221667,26.4235267639,-99.0205612183,1
27.912355423,-82.6432647705,27.9126873016,-82.7744979858,1
33.0685735246,-96.9586006254,25.8508445049,-97.4192931482,1
32.8767666667,-105.8036116667,33.0223971667,-105.62912,1
51.0853534868,15.0790432705,-45.9033090935,170.5154306732,1
32.527924,-94.793278249,30.0938721667,-95.49243,1
38.9714765891,-77.040106,47.8771593293,-69.7010535508,1
40.0651089521,-75.2175894846,39.9480023655,-75.1467482374,1
33.9553866667,-102.1166221667,40.0858527258,-82.8329266417,1
38.9714765891,-77.040106,50.6207301046,-104.6065519253,1
29.0773899619,-81.4552942963,33.5821363516,-116.7270104324,1
24.9639896694,121.5103916667,24.14133929,121.28534682,1
50.072930033,-97.5489883423,50.1592833333,-95.8813083333,1
33.126612,-97.109358,33.9123191833,-98.5132827759,1
24.9639896694,121.5103916667,24.1412109999,121.285649,1
30.4204765,-91.1716308594,30.6192562,79.5624512,1
29.682455,-82.605675,30.4003025947,-86.8825538987,1
30.4204765,-91.1716308594,30.6192562,79.5624512,1
